,product_line,RFM_Score ,prod_line_encoded
4696,Mountain,0.6,0
4697,Road,0.3,1
4698,Standard,0.9,2
4699,Standard,0.5,2
4700,Standard,0.9,2
4701,Road,0.1,1
4702,Standard,0.5,2
4703,Standard,0.2,2
4704,Standard,0.2,2
4705,Standard,0.7,2
4706,Standard,0.7,2
4707,Standard,0.7,2
4708,Standard,0.2,2
4709,Standard,0.6,2
4710,Standard,0.3,2
4711,Standard,0.0,2
4712,Standard,0.5,2
4713,Road,0.0,1
4714,Standard,0.5,2
4715,Standard,0.4,2
4716,Touring,0.4,3
4717,Standard,0.4,2
4718,Road,0.4,1
4719,Standard,0.9,2
4720,Road,0.6,1
4721,Standard,0.8,2
4722,Road,0.7,1
4723,Standard,0.7,2
4724,Standard,0.5,2
4725,Standard,0.6,2
4726,Standard,0.7,2
4727,Road,0.2,1
4728,Standard,0.3,2
4729,Standard,0.3,2
4730,Touring,0.6,3
4731,Standard,0.7,2
4732,Standard,0.1,2
4733,Road,0.7,1
4734,Standard,0.7,2
4735,Standard,0.9,2
4736,Standard,0.2,2
4737,Road,0.6,1
4738,Standard,0.6,2
4739,Standard,0.2,2
4740,Standard,0.4,2
4741,Road,0.3,1
4742,Road,0.6,1
4743,Standard,0.2,2
4744,Standard,0.9,2
4745,Touring,0.1,3
4746,Standard,0.9,2
4747,Standard,0.4,2
4748,Standard,0.5,2
4749,Standard,0.9,2
4750,Touring,0.3,3
4751,Standard,0.8,2
4752,Standard,0.6,2
4753,Road,0.5,1
4754,Standard,0.6,2
4755,Road,1.0,1
4756,Road,0.1,1
4757,Standard,0.5,2
4758,Road,0.3,1
4759,Standard,0.3,2
4760,Standard,0.3,2
4761,Standard,0.6,2
4762,Standard,0.6,2
4763,Standard,0.3,2
4764,Road,0.3,1
4765,Standard,0.7,2
4766,Road,0.5,1
4767,Road,0.7,1
4768,Standard,0.2,2
4769,Road,0.4,1
4770,Standard,1.0,2
4771,Standard,0.7,2
4772,Road,0.3,1
4773,Standard,0.5,2
4774,Touring,0.4,3
4775,Standard,0.0,2
4776,Road,0.7,1
4777,Standard,0.4,2
4778,Standard,0.3,2
4779,Touring,0.9,3
4780,Standard,0.4,2
4781,Standard,0.6,2
4782,Standard,0.2,2
4783,Road,0.5,1
4784,Standard,0.5,2
4785,Standard,0.2,2
4786,Standard,0.6,2
4787,Road,0.6,1
4788,Standard,0.4,2
4789,Road,0.6,1
4790,Standard,0.9,2
4791,Standard,0.4,2
4792,Standard,0.1,2
4793,Road,1.0,1
4794,Mountain,0.7,0
4795,Standard,0.7,2
4796,Standard,1.0,2
4797,Standard,0.1,2
4798,Standard,0.1,2
4799,Road,0.8,1
4800,Standard,0.3,2
4801,Road,0.9,1
4802,Standard,0.6,2
4803,Standard,0.5,2
4804,Standard,0.8,2
4805,Standard,0.6,2
4806,Road,0.5,1
4807,Standard,0.7,2
4808,Standard,0.8,2
4809,Road,0.4,1
4810,Standard,0.1,2
4811,Standard,0.9,2
4812,Standard,0.7,2
4813,Standard,0.6,2
4814,Standard,0.8,2
4815,Standard,0.6,2
4816,Standard,0.5,2
4817,Standard,0.3,2
4818,Standard,0.3,2
4819,Standard,0.5,2
4820,Standard,0.4,2
4821,Standard,0.6,2
4822,Road,0.8,1
4823,Road,0.9,1
4824,Standard,0.5,2
4825,Standard,0.3,2
4826,Standard,0.8,2
4827,Road,0.7,1
4828,Standard,0.7,2
4829,Standard,0.1,2
4830,Touring,0.5,3
4831,Standard,0.2,2
4832,Standard,0.7,2
4833,Standard,0.4,2
4834,Standard,0.9,2
4835,Standard,0.7,2
4836,Standard,0.6,2
4837,Standard,0.8,2
4838,Road,0.6,1
4839,Standard,0.8,2
4840,Mountain,0.3,0
4841,Standard,0.5,2
4842,Standard,0.3,2
4843,Standard,0.7,2
4844,Standard,0.9,2
4845,Road,0.3,1
4846,Standard,0.8,2
4847,Mountain,0.9,0
4848,Standard,0.7,2
4849,Standard,0.9,2
4850,Standard,0.7,2
4851,Standard,0.4,2
4852,Standard,0.8,2
4853,Road,0.7,1
4854,Standard,0.5,2
4855,Road,0.6,1
4856,Standard,0.9,2
4857,Road,0.6,1
4858,Standard,1.0,2
4859,Touring,0.7,3
4860,Standard,0.2,2
4861,Standard,0.3,2
4862,Standard,0.4,2
4863,Road,0.2,1
4864,Standard,0.8,2
4865,Standard,0.7,2
4866,Standard,0.5,2
4867,Standard,0.7,2
4868,Road,0.9,1
4869,Standard,0.4,2
4870,Standard,0.4,2
4871,Standard,0.6,2
4872,Touring,0.5,3
4873,Road,0.7,1
4874,Standard,0.8,2
4875,Standard,0.3,2
4876,Standard,0.5,2
4877,Standard,0.8,2
4878,Road,1.0,1
4879,Mountain,0.7,0
4880,Standard,0.4,2
4881,Standard,0.4,2
4882,Standard,0.4,2
4883,Standard,0.5,2
4884,Standard,0.7,2
4885,Standard,0.1,2
4886,Standard,0.8,2
4887,Road,0.5,1
4888,Standard,0.5,2
4889,Standard,1.0,2
4890,Road,0.6,1
4891,Standard,0.4,2
4892,Mountain,0.5,0
4893,Road,0.9,1
4894,Standard,0.6,2
4895,Standard,0.3,2
4896,Standard,1.0,2
4897,Standard,0.7,2
4898,Standard,0.7,2
4899,Standard,0.5,2
4900,Road,0.7,1
4901,Standard,0.4,2
4902,Road,0.1,1
4903,Standard,0.6,2
4904,Standard,0.3,2
4905,Road,0.6,1
4906,Road,0.3,1
4907,Road,0.4,1
4908,Standard,0.9,2
4909,Standard,0.7,2
4910,Standard,0.7,2
4911,Road,0.7,1
4912,Touring,0.6,3
4913,Road,0.6,1
4914,Standard,0.4,2
4915,Standard,0.5,2
4916,Standard,1.0,2
4917,Touring,0.5,3
4918,Standard,1.0,2
4919,Standard,0.3,2
4920,Standard,0.3,2
4921,Standard,0.4,2
4922,Standard,0.8,2
4923,Standard,0.1,2
4924,Standard,0.1,2
4925,Standard,0.8,2
4926,Standard,0.6,2
4927,Standard,0.4,2
4928,Standard,0.2,2
4929,Touring,0.2,3
4930,Road,0.6,1
4931,Standard,0.7,2
4932,Standard,0.9,2
4933,Standard,0.7,2
4934,Standard,0.8,2
4935,Standard,0.8,2
4936,Standard,0.8,2
4937,Standard,0.6,2
4938,Standard,0.1,2
4939,Road,0.1,1
4940,Standard,0.3,2
4941,Standard,0.9,2
4942,Standard,0.0,2
4943,Road,0.1,1
4944,Standard,0.8,2
4945,Standard,0.6,2
4946,Touring,0.7,3
4947,Standard,0.0,2
4948,Standard,0.2,2
4949,Standard,0.2,2
4950,Touring,0.4,3
4951,Standard,0.8,2
4952,Standard,0.5,2
4953,Standard,0.3,2
4954,Road,0.4,1
4955,Road,0.4,1
4956,Standard,0.9,2
4957,Touring,0.5,3
4958,Standard,0.4,2
4959,Road,0.6,1
4960,Road,0.5,1
4961,Standard,0.0,2
4962,Standard,0.5,2
4963,Standard,0.0,2
4964,Standard,0.8,2
4965,Road,0.4,1
4966,Standard,0.9,2
4967,Standard,0.4,2
4968,Standard,0.4,2
4969,Standard,0.1,2
4970,Road,1.0,1
4971,Standard,0.7,2
4972,Standard,0.9,2
4973,Standard,0.7,2
4974,Standard,0.2,2
4975,Standard,0.4,2
4976,Standard,0.9,2
4977,Standard,0.9,2
4978,Standard,0.7,2
4979,Standard,0.7,2
4980,Standard,0.3,2
4981,Road,1.0,1
4982,Standard,0.9,2
4983,Touring,0.6,3
4984,Standard,1.0,2
4985,Standard,0.1,2
4986,Standard,0.4,2
4987,Standard,0.6,2
4988,Standard,0.9,2
4989,Road,0.7,1
4990,Road,0.7,1
4991,Standard,0.7,2
4992,Standard,1.0,2
4993,Standard,0.6,2
4994,Standard,0.6,2
4995,Standard,0.2,2
4996,Standard,0.2,2
4997,Standard,0.6,2
4998,Standard,0.4,2
4999,Standard,0.7,2
5000,Road,0.9,1
5001,Standard,0.7,2
5002,Touring,0.3,3
5003,Standard,0.2,2
5004,Standard,0.8,2
5005,Standard,1.0,2
5006,Standard,0.8,2
5007,Standard,0.4,2
5008,Standard,0.5,2
5009,Road,0.4,1
5010,Standard,0.6,2
5011,Standard,0.9,2
5012,Standard,0.7,2
5013,Standard,0.3,2
5014,Standard,0.3,2
5015,Road,0.8,1
5016,Standard,0.8,2
5017,Road,0.1,1
5018,Standard,0.0,2
5019,Road,0.7,1
5020,Standard,0.5,2
5021,Road,0.1,1
5022,Road,0.5,1
5023,Standard,0.8,2
5024,Standard,0.4,2
5025,Mountain,0.9,0
5026,Road,0.7,1
5027,Mountain,0.5,0
5028,Standard,0.5,2
5029,Standard,0.9,2
5030,Standard,0.8,2
5031,Standard,0.2,2
5032,Standard,0.6,2
5033,Road,0.4,1
5034,Standard,0.6,2
5035,Standard,0.3,2
5036,Standard,0.9,2
5037,Standard,0.4,2
5038,Standard,0.0,2
5039,Standard,0.7,2
5040,Road,0.1,1
5041,Standard,0.1,2
5042,Road,0.1,1
5043,Standard,0.6,2
5044,Road,0.7,1
5045,Standard,0.9,2
5046,Standard,0.7,2
5047,Standard,0.2,2
5048,Road,0.5,1
5049,Standard,1.0,2
5050,Touring,0.9,3
5051,Standard,0.7,2
5052,Standard,0.5,2
5053,Touring,0.4,3
5054,Mountain,0.1,0
5055,Standard,0.5,2
5056,Standard,0.9,2
5057,Standard,0.7,2
5058,Standard,0.7,2
5059,Standard,0.6,2
5060,Standard,0.4,2
5061,Standard,1.0,2
5062,Standard,0.5,2
5063,Standard,0.6,2
5064,Standard,0.5,2
5065,Road,0.6,1
5066,Standard,0.6,2
5067,Standard,0.1,2
5068,Road,0.7,1
5069,Touring,0.5,3
5070,Standard,0.4,2
5071,Standard,0.2,2
5072,Road,0.3,1
5073,Standard,0.7,2
5074,Standard,0.9,2
5075,Standard,0.7,2
5076,Standard,0.7,2
5077,Standard,0.6,2
5078,Mountain,0.6,0
5079,Standard,0.7,2
5080,Standard,0.9,2
5081,Standard,0.4,2
5082,Standard,0.6,2
5083,Standard,0.7,2
5084,Standard,0.8,2
5085,Standard,0.6,2
5086,Standard,0.5,2
5087,Standard,0.7,2
5088,Standard,0.6,2
5089,Standard,0.2,2
5090,Standard,0.5,2
5091,Touring,0.4,3
5092,Standard,0.2,2
5093,Road,0.1,1
5094,Standard,0.9,2
5095,Standard,0.3,2
5096,Touring,0.9,3
5097,Standard,0.9,2
5098,Standard,0.8,2
5099,Road,0.5,1
5100,Road,0.4,1
5101,Standard,0.7,2
5102,Standard,0.6,2
5103,Touring,0.7,3
5104,Standard,0.1,2
5105,Standard,0.8,2
5106,Standard,0.1,2
5107,Standard,0.4,2
5108,Standard,0.0,2
5109,Standard,0.6,2
5110,Standard,0.9,2
5111,Standard,0.8,2
5112,Standard,0.7,2
5113,Road,0.6,1
5114,Standard,0.8,2
5115,Standard,1.0,2
5116,Standard,0.1,2
5117,Road,0.3,1
5118,Standard,0.7,2
5119,Road,0.7,1
5120,Touring,0.7,3
5121,Standard,0.4,2
5122,Standard,0.7,2
5123,Standard,0.8,2
5124,Standard,0.9,2
5125,Standard,0.0,2
5126,Standard,1.0,2
5127,Standard,0.2,2
5128,Road,0.7,1
5129,Mountain,0.7,0
5130,Standard,0.3,2
5131,Standard,0.9,2
5132,Standard,0.6,2
5133,Standard,0.8,2
5134,Mountain,0.9,0
5135,Standard,0.7,2
5136,Touring,0.6,3
5137,Road,0.5,1
5138,Touring,0.2,3
5139,Road,0.9,1
5140,Standard,0.8,2
5141,Road,0.5,1
5142,Road,1.0,1
5143,Standard,0.7,2
5144,Standard,0.8,2
5145,Standard,0.3,2
5146,Standard,0.7,2
5147,Standard,0.8,2
5148,Touring,0.5,3
5149,Standard,0.6,2
5150,Road,0.8,1
5151,Standard,0.8,2
5152,Road,0.5,1
5153,Standard,1.0,2
5154,Standard,0.3,2
5155,Standard,0.1,2
5156,Road,0.3,1
5157,Standard,0.8,2
5158,Standard,0.5,2
5159,Standard,0.4,2
5160,Standard,0.9,2
5161,Road,0.2,1
5162,Standard,0.2,2
5163,Touring,0.9,3
5164,Standard,0.3,2
5165,Standard,0.4,2
5166,Standard,0.6,2
5167,Road,0.8,1
5168,Standard,0.6,2
5169,Standard,0.9,2
5170,Road,0.9,1
5171,Road,0.1,1
5172,Road,0.9,1
5173,Standard,0.8,2
5174,Touring,0.6,3
5175,Standard,0.6,2
5176,Standard,0.6,2
5177,Standard,0.7,2
5178,Standard,0.9,2
5179,Standard,0.7,2
5180,Standard,0.7,2
5181,Standard,0.7,2
5182,Standard,0.7,2
5183,Road,0.5,1
5184,Touring,0.8,3
5185,Road,0.5,1
5186,Standard,0.9,2
5187,Standard,0.0,2
5188,Road,0.3,1
5189,Touring,0.7,3
5190,Standard,0.5,2
5191,Road,0.6,1
5192,Standard,0.9,2
5193,Standard,0.6,2
5194,Standard,0.7,2
5195,Standard,0.7,2
5196,Standard,0.0,2
5197,Standard,0.6,2
5198,Standard,0.5,2
5199,Road,0.9,1
5200,Standard,0.5,2
5201,Standard,0.6,2
5202,Standard,0.9,2
5203,Standard,0.8,2
5204,Road,0.7,1
5205,Standard,0.1,2
5206,Road,0.5,1
5207,Standard,0.2,2
5208,Standard,0.5,2
5209,Standard,0.2,2
5210,Standard,0.4,2
5211,Road,0.9,1
5212,Standard,0.3,2
5213,Road,0.8,1
5214,Road,0.4,1
5215,Standard,0.8,2
5216,Standard,0.7,2
5217,Touring,0.4,3
5218,Standard,0.6,2
5219,Standard,0.6,2
5220,Standard,0.9,2
5221,Road,0.5,1
5222,Standard,0.2,2
5223,Standard,0.5,2
5224,Standard,0.2,2
5225,Touring,0.0,3
5226,Standard,0.4,2
5227,Standard,0.7,2
5228,Standard,0.4,2
5229,Standard,0.8,2
5230,Standard,0.9,2
5231,Road,0.6,1
5232,Standard,0.7,2
5233,Standard,0.2,2
5234,Touring,0.4,3
5235,Standard,0.9,2
5236,Standard,0.9,2
5237,Standard,0.4,2
5238,Road,0.1,1
5239,Standard,0.9,2
5240,Standard,0.1,2
5241,Standard,0.6,2
5242,Standard,0.5,2
5243,Road,0.8,1
5244,Standard,0.6,2
5245,Touring,0.7,3
5246,Standard,0.4,2
5247,Standard,0.6,2
5248,Standard,0.4,2
5249,Touring,0.7,3
5250,Standard,0.7,2
5251,Standard,0.9,2
5252,Standard,0.3,2
5253,Standard,0.6,2
5254,Standard,0.2,2
5255,Road,0.5,1
5256,Standard,0.9,2
5257,Standard,0.7,2
5258,Standard,0.7,2
5259,Standard,0.4,2
5260,Road,0.7,1
5261,Road,0.9,1
5262,Standard,0.3,2
5263,Standard,0.6,2
5264,Standard,0.8,2
5265,Standard,0.9,2
5266,Touring,0.6,3
5267,Standard,0.4,2
5268,Standard,0.7,2
5269,Standard,0.5,2
5270,Standard,0.9,2
5271,Road,0.2,1
5272,Standard,0.7,2
5273,Touring,0.3,3
5274,Standard,0.5,2
5275,Standard,0.3,2
5276,Road,0.8,1
5277,Standard,0.4,2
5278,Standard,0.1,2
5279,Road,0.7,1
5280,Standard,0.7,2
5281,Standard,0.4,2
5282,Standard,1.0,2
5283,Road,0.7,1
5284,Standard,0.8,2
5285,Standard,0.6,2
5286,Standard,0.6,2
5287,Standard,0.4,2
5288,Road,0.1,1
5289,Road,0.6,1
5290,Standard,0.6,2
5291,Standard,1.0,2
5292,Road,0.5,1
5293,Road,0.4,1
5294,Standard,0.3,2
5295,Standard,0.8,2
5296,Standard,0.3,2
5297,Road,0.6,1
5298,Standard,1.0,2
5299,Standard,0.6,2
5300,Standard,0.9,2
5301,Standard,0.7,2
5302,Standard,0.5,2
5303,Standard,0.7,2
5304,Standard,0.1,2
5305,Standard,0.1,2
5306,Road,0.1,1
5307,Touring,0.4,3
5308,Standard,0.2,2
5309,Mountain,0.4,0
5310,Road,0.9,1
5311,Standard,0.9,2
5312,Standard,0.5,2
5313,Standard,0.9,2
5314,Standard,0.5,2
5315,Standard,0.8,2
5316,Standard,0.4,2
5317,Road,0.4,1
5318,Standard,0.3,2
5319,Road,0.9,1
5320,Road,0.8,1
5321,Standard,0.8,2
5322,Standard,0.7,2
5323,Standard,0.9,2
5324,Standard,0.9,2
5325,Standard,0.9,2
5326,Road,0.9,1
5327,Standard,0.9,2
5328,Standard,0.6,2
5329,Standard,0.3,2
5330,Road,0.3,1
5331,Standard,0.6,2
5332,Mountain,0.6,0
5333,Road,0.6,1
5334,Road,0.4,1
5335,Standard,0.6,2
5336,Standard,0.5,2
5337,Standard,0.2,2
5338,Standard,0.4,2
5339,Road,0.5,1
5340,Standard,0.4,2
5341,Standard,0.6,2
5342,Touring,0.6,3
5343,Road,0.6,1
5344,Standard,0.9,2
5345,Standard,0.5,2
5346,Road,0.9,1
5347,Standard,0.4,2
5348,Standard,0.8,2
5349,Standard,0.5,2
5350,Road,0.4,1
5351,Standard,0.7,2
5352,Road,0.7,1
5353,Standard,0.6,2
5354,Standard,0.2,2
5355,Standard,0.2,2
5356,Standard,0.6,2
5357,Standard,1.0,2
5358,Standard,0.5,2
5359,Standard,0.7,2
5360,Standard,0.7,2
5361,Standard,0.5,2
5362,Standard,0.3,2
5363,Standard,0.5,2
5364,Standard,0.9,2
5365,Standard,0.4,2
5366,Touring,0.7,3
5367,Standard,0.3,2
5368,Standard,0.0,2
5369,Road,0.7,1
5370,Standard,0.6,2
5371,Standard,0.9,2
5372,Standard,0.7,2
5373,Standard,0.4,2
5374,Road,0.8,1
5375,Standard,0.9,2
5376,Road,0.6,1
5377,Standard,0.5,2
5378,Standard,0.6,2
5379,Standard,1.0,2
5380,Mountain,0.9,0
5381,Touring,0.6,3
5382,Touring,0.7,3
5383,Standard,0.9,2
5384,Road,0.8,1
5385,Standard,0.8,2
5386,Standard,0.1,2
5387,Standard,0.5,2
5388,Standard,0.6,2
5389,Standard,1.0,2
5390,Standard,0.6,2
5391,Standard,0.2,2
5392,Touring,0.3,3
5393,Standard,0.3,2
5394,Standard,0.9,2
5395,Standard,0.7,2
5396,Standard,0.4,2
5397,Road,0.6,1
5398,Standard,0.9,2
5399,Standard,0.4,2
5400,Standard,0.8,2
5401,Road,0.6,1
5402,Road,0.6,1
5403,Road,0.4,1
5404,Standard,0.8,2
5405,Touring,0.8,3
5406,Road,0.7,1
5407,Standard,0.1,2
5408,Touring,0.4,3
5409,Standard,0.6,2
5410,Standard,0.6,2
5411,Standard,0.9,2
5412,Road,0.6,1
5413,Standard,0.5,2
5414,Standard,0.6,2
5415,Standard,0.6,2
5416,Road,0.7,1
5417,Road,1.0,1
5418,Standard,0.8,2
5419,Standard,1.0,2
5420,Standard,1.0,2
5421,Standard,0.8,2
5422,Standard,0.9,2
5423,Standard,1.0,2
5424,Road,0.7,1
5425,Standard,0.6,2
5426,Standard,0.3,2
5427,Road,0.5,1
5428,Road,0.7,1
5429,Standard,0.6,2
5430,Standard,0.1,2
5431,Standard,0.8,2
5432,Standard,1.0,2
5433,Road,0.2,1
5434,Standard,0.8,2
5435,Road,0.6,1
5436,Road,0.5,1
5437,Standard,0.9,2
5438,Standard,0.5,2
5439,Standard,0.3,2
5440,Standard,0.7,2
5441,Road,0.9,1
5442,Standard,0.5,2
5443,Touring,0.8,3
5444,Road,0.3,1
5445,Standard,0.9,2
5446,Standard,0.8,2
5447,Standard,0.3,2
5448,Standard,0.3,2
5449,Standard,0.4,2
5450,Standard,0.8,2
5451,Standard,0.9,2
5452,Road,0.4,1
5453,Standard,0.9,2
5454,Standard,0.9,2
5455,Standard,0.4,2
5456,Road,0.4,1
5457,Standard,0.3,2
5458,Standard,0.8,2
5459,Standard,1.0,2
5460,Road,0.3,1
5461,Standard,0.5,2
5462,Road,0.4,1
5463,Standard,1.0,2
5464,Standard,0.9,2
5465,Standard,0.6,2
5466,Standard,0.8,2
5467,Standard,1.0,2
5468,Standard,0.2,2
5469,Road,0.5,1
5470,Standard,0.1,2
5471,Road,0.4,1
5472,Standard,0.9,2
5473,Standard,0.4,2
5474,Standard,0.4,2
5475,Standard,0.7,2
5476,Standard,0.7,2
5477,Standard,0.2,2
5478,Standard,1.0,2
5479,Standard,0.9,2
5480,Standard,0.3,2
5481,Standard,0.5,2
5482,Mountain,0.8,0
5483,Standard,0.0,2
5484,Standard,0.3,2
5485,Standard,0.4,2
5486,Standard,0.3,2
5487,Standard,0.9,2
5488,Standard,0.7,2
5489,Road,0.5,1
5490,Road,0.5,1
5491,Road,0.6,1
5492,Road,0.1,1
5493,Standard,0.9,2
5494,Road,0.5,1
5495,Standard,0.7,2
5496,Standard,0.7,2
5497,Standard,0.5,2
5498,Road,0.6,1
5499,Mountain,0.6,0
5500,Road,0.4,1
5501,Touring,0.7,3
5502,Standard,0.3,2
5503,Standard,0.8,2
5504,Standard,0.9,2
5505,Road,0.0,1
5506,Standard,0.7,2
5507,Road,0.4,1
5508,Road,0.7,1
5509,Standard,0.4,2
5510,Road,0.2,1
5511,Standard,0.6,2
5512,Road,0.6,1
5513,Standard,0.5,2
5514,Standard,0.1,2
5515,Standard,0.7,2
5516,Standard,0.7,2
5517,Standard,0.7,2
5518,Road,0.8,1
5519,Road,0.4,1
5520,Road,0.7,1
5521,Standard,0.6,2
5522,Standard,0.3,2
5523,Standard,0.3,2
5524,Standard,0.9,2
5525,Standard,0.8,2
5526,Road,0.6,1
5527,Standard,0.5,2
5528,Standard,0.9,2
5529,Standard,0.2,2
5530,Standard,0.8,2
5531,Touring,0.9,3
5532,Standard,0.9,2
5533,Standard,0.1,2
5534,Road,0.8,1
5535,Standard,0.7,2
5536,Standard,0.9,2
5537,Standard,0.6,2
5538,Standard,0.8,2
5539,Standard,0.8,2
5540,Standard,0.9,2
5541,Standard,0.7,2
5542,Standard,0.3,2
5543,Road,0.6,1
5544,Standard,0.4,2
5545,Standard,0.6,2
5546,Standard,0.7,2
5547,Standard,0.6,2
5548,Standard,0.7,2
5549,Standard,0.3,2
5550,Standard,0.9,2
5551,Standard,0.6,2
5552,Standard,0.8,2
5553,Standard,0.3,2
5554,Standard,0.7,2
5555,Standard,0.9,2
5556,Standard,0.7,2
5557,Standard,0.7,2
5558,Standard,0.6,2
5559,Standard,0.6,2
5560,Standard,0.7,2
5561,Standard,0.2,2
5562,Standard,0.9,2
5563,Road,0.7,1
5564,Standard,0.8,2
5565,Standard,0.7,2
5566,Road,0.6,1
5567,Road,0.1,1
5568,Mountain,0.9,0
5569,Standard,0.4,2
5570,Road,0.9,1
5571,Standard,0.8,2
5572,Standard,0.8,2
5573,Touring,0.8,3
5574,Standard,0.4,2
5575,Standard,0.8,2
5576,Touring,0.4,3
5577,Standard,0.6,2
5578,Standard,0.6,2
5579,Road,0.8,1
5580,Touring,0.8,3
5581,Standard,1.0,2
5582,Touring,0.1,3
5583,Standard,0.7,2
5584,Standard,0.1,2
5585,Standard,0.7,2
5586,Road,0.1,1
5587,Standard,0.4,2
5588,Road,0.6,1
5589,Touring,0.9,3
5590,Touring,0.6,3
5591,Standard,0.0,2
5592,Standard,0.6,2
5593,Road,0.1,1
5594,Standard,0.6,2
5595,Standard,0.1,2
5596,Standard,0.6,2
5597,Standard,0.7,2
5598,Standard,0.4,2
5599,Standard,0.4,2
5600,Standard,0.7,2
5601,Standard,0.5,2
5602,Standard,0.7,2
5603,Standard,0.7,2
5604,Standard,0.8,2
5605,Road,0.5,1
5606,Standard,0.5,2
5607,Standard,0.4,2
5608,Standard,0.6,2
5609,Standard,0.4,2
5610,Standard,0.5,2
5611,Standard,0.6,2
5612,Standard,0.4,2
5613,Standard,0.6,2
5614,Standard,0.4,2
5615,Standard,1.0,2
5616,Mountain,0.8,0
5617,Standard,0.8,2
5618,Mountain,1.0,0
5619,Standard,0.9,2
5620,Road,0.6,1
5621,Standard,0.7,2
5622,Standard,0.7,2
5623,Standard,0.4,2
5624,Standard,0.8,2
5625,Standard,0.8,2
5626,Standard,0.7,2
5627,Road,0.7,1
5628,Standard,0.9,2
5629,Standard,0.6,2
5630,Standard,0.7,2
5631,Standard,0.9,2
5632,Standard,0.5,2
5633,Standard,0.5,2
5634,Standard,0.8,2
5635,Standard,0.1,2
5636,Road,0.8,1
5637,Road,0.9,1
5638,Mountain,0.5,0
5639,Standard,0.8,2
5640,Standard,0.7,2
5641,Standard,0.2,2
5642,Road,0.4,1
5643,Standard,0.9,2
5644,Standard,0.4,2
5645,Road,0.1,1
5646,Standard,0.6,2
5647,Standard,0.7,2
5648,Road,0.1,1
5649,Standard,0.2,2
5650,Road,0.9,1
5651,Standard,0.6,2
5652,Standard,0.9,2
5653,Touring,0.6,3
5654,Standard,0.5,2
5655,Standard,1.0,2
5656,Road,0.9,1
5657,Standard,0.7,2
5658,Standard,0.8,2
5659,Road,0.6,1
5660,Standard,0.7,2
5661,Standard,0.6,2
5662,Standard,0.7,2
5663,Mountain,0.6,0
5664,Standard,0.9,2
5665,Road,0.4,1
5666,Standard,0.4,2
5667,Road,0.0,1
5668,Standard,0.5,2
5669,Standard,0.7,2
5670,Standard,1.0,2
5671,Road,0.0,1
5672,Standard,0.2,2
5673,Road,1.0,1
5674,Standard,0.7,2
5675,Standard,0.5,2
5676,Standard,1.0,2
5677,Road,0.6,1
5678,Standard,0.7,2
5679,Road,0.7,1
5680,Standard,0.9,2
5681,Standard,0.7,2
5682,Standard,0.6,2
5683,Standard,0.7,2
5684,Standard,1.0,2
5685,Standard,0.4,2
5686,Standard,0.7,2
5687,Standard,0.6,2
5688,Standard,0.7,2
5689,Standard,0.5,2
5690,Standard,0.5,2
5691,Standard,0.4,2
5692,Standard,0.1,2
5693,Standard,0.5,2
5694,Standard,1.0,2
5695,Standard,0.5,2
5696,Standard,0.7,2
5697,Standard,0.7,2
5698,Standard,1.0,2
5699,Standard,0.9,2
5700,Standard,0.5,2
5701,Touring,0.7,3
5702,Standard,0.9,2
5703,Standard,0.6,2
5704,Road,0.6,1
5705,Standard,1.0,2
5706,Standard,0.7,2
5707,Standard,0.7,2
5708,Standard,0.6,2
5709,Road,0.5,1
5710,Road,0.4,1
5711,Road,0.7,1
5712,Standard,0.4,2
5713,Standard,0.4,2
5714,Road,0.2,1
5715,Standard,0.2,2
5716,Standard,0.4,2
5717,Standard,0.3,2
5718,Standard,0.0,2
5719,Standard,0.7,2
5720,Standard,0.7,2
5721,Road,0.5,1
5722,Standard,0.8,2
5723,Standard,0.6,2
5724,Standard,0.2,2
5725,Road,0.6,1
5726,Road,0.3,1
5727,Standard,0.4,2
5728,Road,0.7,1
5729,Road,0.5,1
5730,Touring,0.6,3
5731,Standard,0.9,2
5732,Standard,0.3,2
5733,Standard,0.7,2
5734,Road,0.4,1
5735,Standard,0.3,2
5736,Standard,0.7,2
5737,Road,0.4,1
5738,Standard,0.8,2
5739,Standard,0.5,2
5740,Standard,0.6,2
5741,Touring,0.4,3
5742,Standard,0.6,2
5743,Standard,0.4,2
5744,Standard,0.7,2
5745,Road,0.7,1
5746,Road,0.1,1
5747,Standard,0.7,2
5748,Standard,0.6,2
5749,Standard,0.6,2
5750,Standard,0.8,2
5751,Standard,0.4,2
5752,Road,0.1,1
5753,Standard,0.7,2
5754,Standard,0.9,2
5755,Road,0.7,1
5756,Standard,0.0,2
5757,Road,0.7,1
5758,Standard,0.3,2
5759,Standard,0.3,2
5760,Standard,0.7,2
5761,Road,0.3,1
5762,Road,0.5,1
5763,Standard,0.7,2
5764,Road,0.2,1
5765,Standard,0.3,2
5766,Standard,0.9,2
5767,Standard,0.9,2
5768,Mountain,0.8,0
5769,Standard,0.9,2
5770,Standard,1.0,2
5771,Road,0.6,1
5772,Standard,1.0,2
5773,Standard,0.9,2
5774,Road,0.3,1
5775,Standard,0.0,2
5776,Standard,0.7,2
5777,Standard,0.1,2
5778,Standard,0.1,2
5779,Touring,0.8,3
5780,Standard,0.0,2
5781,Standard,0.7,2
5782,Standard,0.7,2
5783,Standard,0.9,2
5784,Standard,0.7,2
5785,Standard,0.1,2
5786,Standard,0.6,2
