,wealth_segment,RFM_Score ,wealth_segment_encoded,cluster
2767,Affluent Customer,0.8,0,2
2768,Mass Customer,0.1,2,1
2769,Affluent Customer,0.0,0,2
2770,Mass Customer,0.7,2,1
2771,Mass Customer,0.5,2,1
2772,Affluent Customer,0.7,0,2
2773,Mass Customer,0.3,2,1
2774,Affluent Customer,0.6,0,2
2775,Mass Customer,0.9,2,1
2776,Mass Customer,0.5,2,1
2777,Affluent Customer,0.0,0,2
2778,High Net Worth,0.7,1,0
2779,Mass Customer,0.8,2,1
2780,Affluent Customer,0.4,0,2
2781,Mass Customer,0.0,2,1
2782,Mass Customer,0.6,2,1
2783,Mass Customer,0.9,2,1
2784,High Net Worth,0.6,1,0
2785,Mass Customer,0.7,2,1
2786,Mass Customer,0.1,2,1
2787,Affluent Customer,0.9,0,2
2788,Mass Customer,0.3,2,1
2789,Affluent Customer,0.9,0,2
2790,Mass Customer,0.5,2,1
2791,Mass Customer,0.1,2,1
2792,High Net Worth,0.5,1,0
2793,Mass Customer,0.6,2,1
2794,Mass Customer,0.4,2,1
2795,Mass Customer,1.0,2,1
2796,Mass Customer,0.4,2,1
2797,Mass Customer,0.7,2,1
2798,Mass Customer,0.6,2,1
2799,Mass Customer,0.0,2,1
2800,Affluent Customer,0.7,0,2
2801,High Net Worth,0.9,1,0
2802,Mass Customer,0.5,2,1
2803,Mass Customer,0.8,2,1
2804,Affluent Customer,0.8,0,2
2805,Affluent Customer,0.8,0,2
2806,Mass Customer,0.6,2,1
2807,Mass Customer,0.7,2,1
2808,High Net Worth,0.0,1,0
2809,High Net Worth,0.7,1,0
2810,High Net Worth,0.2,1,0
2811,Mass Customer,0.5,2,1
2812,Mass Customer,0.1,2,1
2813,Mass Customer,0.8,2,1
2814,Mass Customer,0.3,2,1
2815,Affluent Customer,0.9,0,2
2816,Affluent Customer,0.5,0,2
2817,High Net Worth,0.6,1,0
2818,High Net Worth,0.5,1,0
2819,Mass Customer,0.2,2,1
2820,Mass Customer,0.9,2,1
2821,Mass Customer,1.0,2,1
2822,Mass Customer,0.4,2,1
2823,Mass Customer,0.9,2,1
2824,Affluent Customer,0.9,0,2
2825,Mass Customer,0.5,2,1
2826,High Net Worth,0.9,1,0
2827,Mass Customer,0.6,2,1
2828,Affluent Customer,0.3,0,2
2829,High Net Worth,0.7,1,0
2830,Mass Customer,0.7,2,1
2831,Mass Customer,0.1,2,1
2832,High Net Worth,0.7,1,0
2833,High Net Worth,0.0,1,0
2834,High Net Worth,0.6,1,0
2835,Mass Customer,0.3,2,1
2836,Affluent Customer,0.4,0,2
2837,Mass Customer,1.0,2,1
2838,Affluent Customer,0.5,0,2
2839,High Net Worth,0.5,1,0
2840,Affluent Customer,0.7,0,2
2841,Affluent Customer,0.7,0,2
2842,Affluent Customer,0.4,0,2
2843,Mass Customer,0.4,2,1
2844,Mass Customer,0.9,2,1
2845,Mass Customer,0.7,2,1
2846,Mass Customer,0.9,2,1
2847,High Net Worth,0.5,1,0
2848,Mass Customer,0.3,2,1
2849,High Net Worth,0.7,1,0
2850,Affluent Customer,0.9,0,2
2851,Affluent Customer,0.5,0,2
2852,Mass Customer,0.7,2,1
2853,Mass Customer,0.9,2,1
2854,Mass Customer,0.6,2,1
2855,High Net Worth,0.6,1,0
2856,High Net Worth,0.9,1,0
2857,High Net Worth,0.1,1,0
2858,Mass Customer,0.1,2,1
2859,Affluent Customer,0.9,0,2
2860,Affluent Customer,0.5,0,2
2861,Mass Customer,0.9,2,1
2862,Mass Customer,0.4,2,1
2863,Affluent Customer,0.4,0,2
2864,Affluent Customer,0.2,0,2
2865,Mass Customer,0.7,2,1
2866,Mass Customer,0.9,2,1
2867,Mass Customer,0.2,2,1
2868,High Net Worth,0.7,1,0
2869,Mass Customer,0.5,2,1
2870,High Net Worth,0.0,1,0
2871,High Net Worth,0.6,1,0
2872,Mass Customer,0.8,2,1
2873,Affluent Customer,0.7,0,2
2874,Mass Customer,0.9,2,1
2875,Mass Customer,0.7,2,1
2876,Affluent Customer,0.6,0,2
2877,Mass Customer,0.0,2,1
2878,Mass Customer,0.6,2,1
2879,High Net Worth,0.7,1,0
2880,Affluent Customer,0.4,0,2
2881,Mass Customer,0.7,2,1
2882,Mass Customer,0.3,2,1
2883,Mass Customer,0.1,2,1
2884,Mass Customer,0.7,2,1
2885,Mass Customer,0.7,2,1
2886,Mass Customer,0.3,2,1
2887,Mass Customer,0.6,2,1
2888,High Net Worth,0.8,1,0
2889,Mass Customer,0.2,2,1
2890,Mass Customer,0.1,2,1
2891,Affluent Customer,0.7,0,2
2892,High Net Worth,0.2,1,0
2893,High Net Worth,0.1,1,0
2894,High Net Worth,0.6,1,0
2895,High Net Worth,0.8,1,0
2896,Mass Customer,0.1,2,1
2897,Affluent Customer,0.5,0,2
2898,Affluent Customer,0.1,0,2
2899,Mass Customer,1.0,2,1
2900,High Net Worth,0.5,1,0
2901,Mass Customer,0.4,2,1
2902,Mass Customer,0.0,2,1
2903,Mass Customer,0.7,2,1
2904,Mass Customer,0.4,2,1
2905,Mass Customer,0.6,2,1
2906,Affluent Customer,0.9,0,2
2907,High Net Worth,0.9,1,0
2908,Mass Customer,0.4,2,1
2909,Mass Customer,0.6,2,1
2910,High Net Worth,0.4,1,0
2911,High Net Worth,0.5,1,0
2912,Mass Customer,1.0,2,1
2913,High Net Worth,0.5,1,0
2914,Affluent Customer,0.6,0,2
2915,Mass Customer,0.6,2,1
2916,Mass Customer,0.3,2,1
2917,Mass Customer,0.2,2,1
2918,High Net Worth,0.1,1,0
2919,Mass Customer,1.0,2,1
2920,High Net Worth,0.7,1,0
2921,Mass Customer,1.0,2,1
2922,Mass Customer,0.8,2,1
2923,Affluent Customer,0.3,0,2
2924,Mass Customer,0.6,2,1
2925,Mass Customer,0.7,2,1
2926,High Net Worth,0.9,1,0
2927,Affluent Customer,0.7,0,2
2928,Mass Customer,0.5,2,1
2929,High Net Worth,0.6,1,0
2930,Affluent Customer,0.9,0,2
2931,Mass Customer,0.6,2,1
2932,Affluent Customer,0.4,0,2
2933,Mass Customer,0.7,2,1
2934,Affluent Customer,1.0,0,2
2935,High Net Worth,0.0,1,0
2936,Mass Customer,0.9,2,1
2937,Affluent Customer,0.6,0,2
2938,High Net Worth,0.7,1,0
2939,High Net Worth,1.0,1,0
2940,High Net Worth,1.0,1,0
2941,High Net Worth,0.8,1,0
2942,Mass Customer,0.5,2,1
2943,Affluent Customer,0.7,0,2
2944,Affluent Customer,0.2,0,2
2945,Mass Customer,0.6,2,1
2946,High Net Worth,0.2,1,0
2947,Affluent Customer,0.1,0,2
2948,Affluent Customer,0.9,0,2
2949,Affluent Customer,1.0,0,2
2950,Affluent Customer,0.5,0,2
2951,High Net Worth,0.5,1,0
2952,Affluent Customer,0.3,0,2
2953,Mass Customer,0.5,2,1
2954,High Net Worth,0.7,1,0
2955,High Net Worth,0.5,1,0
2956,High Net Worth,0.6,1,0
2957,Affluent Customer,0.7,0,2
2958,Mass Customer,1.0,2,1
2959,Mass Customer,0.3,2,1
2960,Mass Customer,1.0,2,1
2961,Mass Customer,0.5,2,1
2962,Affluent Customer,0.8,0,2
2963,Mass Customer,0.7,2,1
2964,Mass Customer,0.7,2,1
2965,High Net Worth,0.6,1,0
2966,Mass Customer,0.9,2,1
2967,Mass Customer,0.1,2,1
2968,Mass Customer,0.7,2,1
2969,High Net Worth,0.8,1,0
2970,High Net Worth,0.4,1,0
2971,Mass Customer,0.3,2,1
2972,Affluent Customer,0.6,0,2
2973,Affluent Customer,0.4,0,2
2974,High Net Worth,0.6,1,0
2975,Mass Customer,0.3,2,1
2976,Mass Customer,0.7,2,1
2977,Mass Customer,0.9,2,1
2978,High Net Worth,0.1,1,0
2979,Mass Customer,0.1,2,1
2980,High Net Worth,0.9,1,0
2981,Mass Customer,0.5,2,1
2982,Mass Customer,0.7,2,1
2983,High Net Worth,0.4,1,0
2984,High Net Worth,0.7,1,0
2985,Mass Customer,0.6,2,1
2986,Mass Customer,0.4,2,1
2987,High Net Worth,0.4,1,0
2988,Affluent Customer,0.7,0,2
2989,Affluent Customer,0.7,0,2
2990,Mass Customer,0.7,2,1
2991,Mass Customer,0.7,2,1
2992,Mass Customer,0.4,2,1
2993,Affluent Customer,0.7,0,2
2994,Mass Customer,0.2,2,1
2995,Mass Customer,0.4,2,1
2996,Mass Customer,0.5,2,1
2997,Mass Customer,0.5,2,1
2998,Mass Customer,0.8,2,1
2999,High Net Worth,0.7,1,0
3000,Affluent Customer,0.5,0,2
3001,Mass Customer,1.0,2,1
3002,Mass Customer,0.7,2,1
3003,Mass Customer,0.7,2,1
3004,Affluent Customer,0.1,0,2
3005,High Net Worth,0.8,1,0
3006,Mass Customer,0.7,2,1
3007,Mass Customer,0.3,2,1
3008,High Net Worth,0.6,1,0
3009,High Net Worth,0.8,1,0
3010,High Net Worth,0.3,1,0
3011,Mass Customer,0.7,2,1
3012,High Net Worth,0.8,1,0
3013,Mass Customer,0.9,2,1
3014,Affluent Customer,0.9,0,2
3015,High Net Worth,0.9,1,0
3016,High Net Worth,0.6,1,0
3017,Mass Customer,0.7,2,1
3018,High Net Worth,0.6,1,0
3019,Mass Customer,0.2,2,1
3020,Mass Customer,0.6,2,1
3021,Affluent Customer,0.3,0,2
3022,Mass Customer,1.0,2,1
3023,High Net Worth,1.0,1,0
3024,Mass Customer,0.9,2,1
3025,Mass Customer,0.0,2,1
3026,Affluent Customer,0.6,0,2
3027,Mass Customer,0.8,2,1
3028,High Net Worth,0.7,1,0
3029,Affluent Customer,0.4,0,2
3030,Affluent Customer,0.4,0,2
3031,High Net Worth,0.5,1,0
3032,Affluent Customer,0.6,0,2
3033,Mass Customer,0.1,2,1
3034,Mass Customer,0.6,2,1
3035,High Net Worth,0.9,1,0
3036,High Net Worth,0.9,1,0
3037,Mass Customer,0.1,2,1
3038,High Net Worth,0.9,1,0
3039,Affluent Customer,0.1,0,2
3040,Affluent Customer,0.7,0,2
3041,High Net Worth,0.2,1,0
3042,High Net Worth,0.9,1,0
3043,Mass Customer,0.4,2,1
3044,Mass Customer,1.0,2,1
3045,High Net Worth,0.5,1,0
3046,Mass Customer,0.6,2,1
3047,Mass Customer,0.8,2,1
3048,High Net Worth,0.4,1,0
3049,High Net Worth,0.3,1,0
3050,Mass Customer,0.9,2,1
3051,Mass Customer,0.5,2,1
3052,High Net Worth,0.5,1,0
3053,Mass Customer,0.8,2,1
3054,Mass Customer,0.6,2,1
3055,Mass Customer,0.8,2,1
3056,Affluent Customer,0.4,0,2
3057,High Net Worth,0.5,1,0
3058,Mass Customer,0.1,2,1
3059,Mass Customer,0.7,2,1
3060,Affluent Customer,0.7,0,2
3061,Affluent Customer,0.2,0,2
3062,Affluent Customer,0.9,0,2
3063,High Net Worth,0.9,1,0
3064,Mass Customer,0.4,2,1
3065,Mass Customer,0.7,2,1
3066,Affluent Customer,0.3,0,2
3067,Mass Customer,0.7,2,1
3068,High Net Worth,0.4,1,0
3069,Mass Customer,0.4,2,1
3070,Affluent Customer,0.9,0,2
3071,Affluent Customer,0.6,0,2
3072,Mass Customer,1.0,2,1
3073,Affluent Customer,0.1,0,2
3074,High Net Worth,0.9,1,0
3075,High Net Worth,0.5,1,0
3076,Mass Customer,0.5,2,1
3077,Mass Customer,0.9,2,1
3078,Mass Customer,0.0,2,1
3079,High Net Worth,0.6,1,0
3080,Mass Customer,0.3,2,1
3081,Mass Customer,1.0,2,1
3082,Mass Customer,0.4,2,1
3083,Affluent Customer,0.6,0,2
3084,Affluent Customer,0.5,0,2
3085,High Net Worth,0.7,1,0
3086,High Net Worth,1.0,1,0
3087,Mass Customer,0.3,2,1
3088,Affluent Customer,0.7,0,2
3089,Mass Customer,0.4,2,1
3090,Affluent Customer,0.4,0,2
3091,Affluent Customer,0.6,0,2
3092,Mass Customer,0.6,2,1
3093,Mass Customer,0.8,2,1
3094,High Net Worth,0.7,1,0
3095,Mass Customer,0.5,2,1
3096,Mass Customer,0.8,2,1
3097,Mass Customer,0.6,2,1
3098,Mass Customer,0.0,2,1
3099,High Net Worth,0.1,1,0
3100,Affluent Customer,0.4,0,2
3101,High Net Worth,0.7,1,0
3102,High Net Worth,0.1,1,0
3103,High Net Worth,0.6,1,0
3104,Mass Customer,0.1,2,1
3105,Mass Customer,0.8,2,1
3106,Mass Customer,0.4,2,1
3107,High Net Worth,0.3,1,0
3108,High Net Worth,0.9,1,0
3109,Affluent Customer,0.5,0,2
3110,High Net Worth,0.9,1,0
3111,Affluent Customer,0.8,0,2
3112,Mass Customer,0.6,2,1
3113,Mass Customer,0.6,2,1
3114,Affluent Customer,0.6,0,2
3115,Mass Customer,0.5,2,1
3116,Mass Customer,0.5,2,1
3117,Mass Customer,0.5,2,1
3118,Mass Customer,0.9,2,1
3119,Affluent Customer,0.7,0,2
3120,Mass Customer,0.6,2,1
3121,Mass Customer,0.9,2,1
3122,Affluent Customer,0.6,0,2
3123,Mass Customer,0.7,2,1
3124,Mass Customer,0.2,2,1
3125,Mass Customer,0.7,2,1
3126,Affluent Customer,0.5,0,2
3127,Mass Customer,0.5,2,1
3128,High Net Worth,0.4,1,0
3129,Affluent Customer,0.8,0,2
3130,Mass Customer,0.4,2,1
3131,Mass Customer,0.4,2,1
3132,Mass Customer,0.0,2,1
3133,High Net Worth,0.9,1,0
3134,High Net Worth,0.6,1,0
3135,Affluent Customer,0.8,0,2
3136,Mass Customer,0.3,2,1
3137,Affluent Customer,0.9,0,2
3138,High Net Worth,0.4,1,0
3139,Affluent Customer,0.2,0,2
3140,Affluent Customer,0.8,0,2
3141,High Net Worth,0.6,1,0
3142,High Net Worth,0.1,1,0
3143,Mass Customer,0.2,2,1
3144,Affluent Customer,0.6,0,2
3145,Mass Customer,1.0,2,1
3146,Affluent Customer,0.2,0,2
3147,Affluent Customer,0.5,0,2
3148,High Net Worth,0.7,1,0
3149,Mass Customer,0.9,2,1
3150,Affluent Customer,0.9,0,2
3151,Mass Customer,0.5,2,1
3152,High Net Worth,0.5,1,0
3153,Affluent Customer,0.6,0,2
3154,Affluent Customer,0.9,0,2
3155,Mass Customer,0.6,2,1
3156,Mass Customer,0.9,2,1
3157,Mass Customer,0.0,2,1
3158,Affluent Customer,0.4,0,2
3159,Mass Customer,0.1,2,1
3160,High Net Worth,0.0,1,0
3161,Mass Customer,0.1,2,1
3162,Affluent Customer,0.8,0,2
3163,High Net Worth,0.8,1,0
3164,Affluent Customer,0.8,0,2
3165,Affluent Customer,0.3,0,2
3166,Mass Customer,0.3,2,1
3167,Mass Customer,0.7,2,1
3168,Mass Customer,0.3,2,1
3169,High Net Worth,0.5,1,0
3170,Mass Customer,0.6,2,1
3171,Mass Customer,0.9,2,1
3172,High Net Worth,0.5,1,0
3173,Mass Customer,0.4,2,1
3174,Affluent Customer,0.6,0,2
3175,Mass Customer,0.7,2,1
3176,High Net Worth,0.2,1,0
3177,Mass Customer,0.3,2,1
3178,Mass Customer,0.6,2,1
3179,Mass Customer,0.4,2,1
3180,Affluent Customer,0.4,0,2
3181,Affluent Customer,0.7,0,2
3182,Mass Customer,0.1,2,1
3183,Affluent Customer,0.6,0,2
3184,Mass Customer,0.9,2,1
3185,Affluent Customer,0.4,0,2
3186,High Net Worth,0.2,1,0
3187,High Net Worth,0.6,1,0
3188,High Net Worth,0.7,1,0
3189,High Net Worth,0.2,1,0
3190,High Net Worth,0.2,1,0
3191,Mass Customer,0.3,2,1
3192,Affluent Customer,0.8,0,2
3193,Mass Customer,0.5,2,1
3194,Mass Customer,0.7,2,1
3195,Mass Customer,0.7,2,1
3196,Affluent Customer,0.0,0,2
3197,Mass Customer,0.7,2,1
3198,Mass Customer,0.6,2,1
3199,Affluent Customer,0.5,0,2
3200,High Net Worth,0.2,1,0
3201,Mass Customer,0.7,2,1
3202,High Net Worth,0.3,1,0
3203,Affluent Customer,0.9,0,2
3204,Mass Customer,0.4,2,1
3205,Affluent Customer,0.6,0,2
3206,Mass Customer,0.7,2,1
3207,Mass Customer,0.5,2,1
3208,Affluent Customer,0.5,0,2
3209,Mass Customer,0.9,2,1
3210,Mass Customer,0.5,2,1
3211,Affluent Customer,0.6,0,2
3212,Mass Customer,1.0,2,1
3213,Mass Customer,0.7,2,1
3214,Affluent Customer,0.5,0,2
3215,High Net Worth,0.5,1,0
3216,Affluent Customer,0.3,0,2
3217,Affluent Customer,0.7,0,2
3218,Affluent Customer,0.6,0,2
3219,Mass Customer,0.4,2,1
3220,Mass Customer,0.9,2,1
3221,High Net Worth,0.9,1,0
3222,Mass Customer,0.4,2,1
3223,Mass Customer,0.6,2,1
3224,High Net Worth,0.6,1,0
3225,Mass Customer,0.6,2,1
3226,High Net Worth,0.4,1,0
3227,Mass Customer,0.1,2,1
3228,Mass Customer,0.1,2,1
3229,Affluent Customer,1.0,0,2
3230,High Net Worth,0.7,1,0
3231,High Net Worth,0.8,1,0
3232,Mass Customer,1.0,2,1
3233,Affluent Customer,0.1,0,2
3234,High Net Worth,0.8,1,0
3235,High Net Worth,0.5,1,0
3236,Affluent Customer,1.0,0,2
3237,Affluent Customer,0.7,0,2
3238,High Net Worth,0.4,1,0
3239,Affluent Customer,0.6,0,2
3240,Mass Customer,0.5,2,1
3241,High Net Worth,0.6,1,0
3242,Mass Customer,1.0,2,1
3243,Mass Customer,0.7,2,1
3244,High Net Worth,0.6,1,0
3245,Affluent Customer,0.7,0,2
3246,Mass Customer,0.6,2,1
3247,Mass Customer,0.3,2,1
3248,Mass Customer,0.3,2,1
3249,High Net Worth,0.9,1,0
3250,High Net Worth,0.9,1,0
3251,Mass Customer,0.6,2,1
3252,Mass Customer,0.8,2,1
3253,Mass Customer,0.6,2,1
3254,Mass Customer,0.7,2,1
3255,Mass Customer,0.5,2,1
3256,Affluent Customer,0.9,0,2
3257,High Net Worth,0.6,1,0
3258,High Net Worth,0.9,1,0
3259,Mass Customer,0.5,2,1
3260,Mass Customer,0.8,2,1
3261,Mass Customer,1.0,2,1
3262,Mass Customer,0.8,2,1
3263,Affluent Customer,0.6,0,2
3264,Mass Customer,0.4,2,1
3265,Mass Customer,0.7,2,1
3266,Affluent Customer,0.4,0,2
3267,Mass Customer,0.4,2,1
3268,Affluent Customer,0.9,0,2
3269,Affluent Customer,1.0,0,2
3270,Mass Customer,0.5,2,1
3271,Mass Customer,0.5,2,1
3272,Mass Customer,0.8,2,1
3273,High Net Worth,0.2,1,0
3274,Affluent Customer,0.7,0,2
3275,Mass Customer,0.6,2,1
3276,Mass Customer,0.6,2,1
3277,Mass Customer,0.9,2,1
3278,Mass Customer,0.8,2,1
3279,Mass Customer,0.7,2,1
3280,High Net Worth,0.7,1,0
3281,High Net Worth,0.7,1,0
3282,Mass Customer,0.9,2,1
3283,High Net Worth,0.5,1,0
3284,Mass Customer,0.7,2,1
3285,Affluent Customer,0.8,0,2
3286,Mass Customer,0.9,2,1
3287,Mass Customer,1.0,2,1
3288,Mass Customer,0.9,2,1
3289,High Net Worth,0.7,1,0
3290,Mass Customer,0.9,2,1
3291,Affluent Customer,0.8,0,2
3292,Mass Customer,0.9,2,1
3293,High Net Worth,0.7,1,0
3294,Mass Customer,0.0,2,1
3295,Mass Customer,0.5,2,1
3296,Mass Customer,0.2,2,1
3297,Mass Customer,0.2,2,1
3298,Mass Customer,0.7,2,1
3299,Mass Customer,0.4,2,1
3300,Mass Customer,1.0,2,1
3301,Mass Customer,0.6,2,1
3302,Mass Customer,0.9,2,1
3303,High Net Worth,0.9,1,0
3304,Mass Customer,0.8,2,1
3305,High Net Worth,1.0,1,0
3306,Mass Customer,0.2,2,1
3307,Mass Customer,0.4,2,1
3308,Mass Customer,0.3,2,1
3309,Mass Customer,0.2,2,1
3310,Affluent Customer,0.8,0,2
3311,High Net Worth,0.0,1,0
3312,Affluent Customer,0.4,0,2
3313,Mass Customer,0.6,2,1
3314,High Net Worth,0.5,1,0
3315,Mass Customer,0.6,2,1
3316,Mass Customer,0.2,2,1
3317,Mass Customer,0.7,2,1
3318,Affluent Customer,0.9,0,2
3319,Affluent Customer,0.6,0,2
3320,Mass Customer,1.0,2,1
3321,Affluent Customer,0.4,0,2
3322,High Net Worth,0.1,1,0
3323,High Net Worth,0.4,1,0
3324,High Net Worth,1.0,1,0
3325,High Net Worth,0.5,1,0
3326,Affluent Customer,0.4,0,2
3327,Mass Customer,0.7,2,1
3328,High Net Worth,0.9,1,0
3329,Mass Customer,0.8,2,1
3330,Mass Customer,0.3,2,1
3331,Mass Customer,0.7,2,1
3332,Mass Customer,0.2,2,1
3333,High Net Worth,0.3,1,0
3334,Affluent Customer,0.7,0,2
3335,Mass Customer,0.1,2,1
3336,Affluent Customer,0.3,0,2
3337,Mass Customer,0.7,2,1
3338,Affluent Customer,0.3,0,2
3339,Mass Customer,0.9,2,1
3340,High Net Worth,0.0,1,0
3341,Affluent Customer,0.0,0,2
3342,Affluent Customer,0.9,0,2
3343,Mass Customer,0.8,2,1
3344,Affluent Customer,0.9,0,2
3345,Mass Customer,0.4,2,1
3346,Mass Customer,0.7,2,1
3347,High Net Worth,0.9,1,0
3348,High Net Worth,0.9,1,0
3349,Mass Customer,0.7,2,1
3350,Mass Customer,0.1,2,1
3351,Mass Customer,0.5,2,1
3352,Mass Customer,0.5,2,1
3353,High Net Worth,0.7,1,0
3354,Affluent Customer,0.6,0,2
3355,Affluent Customer,0.0,0,2
3356,High Net Worth,0.3,1,0
3357,Affluent Customer,0.9,0,2
3358,Mass Customer,1.0,2,1
3359,High Net Worth,0.3,1,0
3360,Mass Customer,0.6,2,1
3361,Mass Customer,0.9,2,1
3362,Mass Customer,0.9,2,1
3363,Mass Customer,0.2,2,1
3364,Mass Customer,1.0,2,1
3365,Affluent Customer,0.4,0,2
3366,Mass Customer,0.3,2,1
3367,Mass Customer,0.5,2,1
3368,Mass Customer,0.5,2,1
3369,Mass Customer,0.6,2,1
3370,High Net Worth,0.4,1,0
3371,Affluent Customer,1.0,0,2
3372,Mass Customer,0.7,2,1
3373,Mass Customer,0.4,2,1
3374,High Net Worth,0.8,1,0
3375,High Net Worth,0.3,1,0
3376,Mass Customer,0.9,2,1
3377,Mass Customer,0.7,2,1
3378,Affluent Customer,0.7,0,2
3379,Mass Customer,1.0,2,1
3380,Mass Customer,0.7,2,1
3381,Mass Customer,0.3,2,1
3382,High Net Worth,1.0,1,0
3383,Affluent Customer,0.7,0,2
3384,High Net Worth,0.6,1,0
3385,Mass Customer,0.7,2,1
3386,Mass Customer,0.9,2,1
3387,High Net Worth,0.7,1,0
3388,Affluent Customer,1.0,0,2
3389,High Net Worth,0.4,1,0
3390,High Net Worth,0.3,1,0
3391,Affluent Customer,0.3,0,2
3392,Mass Customer,0.3,2,1
3393,Mass Customer,0.5,2,1
3394,Affluent Customer,0.3,0,2
3395,Mass Customer,0.9,2,1
3396,Mass Customer,0.5,2,1
3397,High Net Worth,0.1,1,0
3398,High Net Worth,0.9,1,0
3399,Mass Customer,0.5,2,1
3400,Affluent Customer,0.3,0,2
3401,High Net Worth,0.7,1,0
3402,Affluent Customer,0.6,0,2
3403,Mass Customer,0.3,2,1
3404,High Net Worth,0.1,1,0
3405,High Net Worth,0.6,1,0
3406,Affluent Customer,0.7,0,2
3407,High Net Worth,0.6,1,0
3408,High Net Worth,0.6,1,0
3409,Mass Customer,0.2,2,1
3410,Mass Customer,0.4,2,1
3411,High Net Worth,0.5,1,0
3412,Affluent Customer,0.2,0,2
3413,Mass Customer,0.8,2,1
3414,High Net Worth,0.3,1,0
3415,High Net Worth,0.1,1,0
3416,Mass Customer,0.6,2,1
3417,Mass Customer,0.3,2,1
3418,Mass Customer,0.5,2,1
3419,Affluent Customer,0.6,0,2
3420,High Net Worth,0.2,1,0
3421,Affluent Customer,0.7,0,2
3422,Mass Customer,0.2,2,1
3423,High Net Worth,1.0,1,0
3424,High Net Worth,0.6,1,0
3425,Mass Customer,0.9,2,1
3426,Mass Customer,0.3,2,1
3427,Mass Customer,1.0,2,1
3428,High Net Worth,0.5,1,0
3429,Mass Customer,0.6,2,1
3430,High Net Worth,0.4,1,0
3431,Affluent Customer,0.2,0,2
3432,Affluent Customer,0.7,0,2
3433,Mass Customer,0.5,2,1
3434,Mass Customer,0.9,2,1
3435,Mass Customer,0.7,2,1
3436,High Net Worth,0.3,1,0
3437,Affluent Customer,0.7,0,2
3438,Mass Customer,0.4,2,1
3439,Mass Customer,1.0,2,1
3440,Mass Customer,0.7,2,1
3441,Affluent Customer,0.0,0,2
3442,Affluent Customer,0.4,0,2
3443,Mass Customer,0.7,2,1
3444,High Net Worth,0.6,1,0
3445,Affluent Customer,0.9,0,2
3446,Mass Customer,0.3,2,1
3447,Mass Customer,0.6,2,1
3448,Affluent Customer,0.2,0,2
3449,Mass Customer,0.5,2,1
3450,High Net Worth,0.7,1,0
3451,Mass Customer,0.9,2,1
3452,Mass Customer,0.2,2,1
3453,Mass Customer,0.6,2,1
3454,Affluent Customer,0.6,0,2
3455,Mass Customer,0.6,2,1
3456,High Net Worth,0.4,1,0
3457,Mass Customer,0.4,2,1
3458,Affluent Customer,0.7,0,2
3459,Mass Customer,0.6,2,1
3460,High Net Worth,1.0,1,0
3461,Affluent Customer,0.9,0,2
3462,Mass Customer,0.6,2,1
3463,Mass Customer,0.9,2,1
3464,Mass Customer,0.5,2,1
3465,High Net Worth,0.7,1,0
3466,High Net Worth,0.6,1,0
3467,Affluent Customer,0.8,0,2
3468,Mass Customer,0.8,2,1
3469,Mass Customer,0.7,2,1
3470,Affluent Customer,0.6,0,2
3471,Mass Customer,0.4,2,1
3472,Mass Customer,0.6,2,1
3473,Mass Customer,0.4,2,1
3474,Mass Customer,0.8,2,1
3475,Mass Customer,0.5,2,1
3476,Mass Customer,0.5,2,1
3477,Affluent Customer,0.4,0,2
3478,Mass Customer,0.9,2,1
3479,Affluent Customer,0.0,0,2
3480,High Net Worth,0.4,1,0
3481,High Net Worth,0.9,1,0
3482,Mass Customer,0.0,2,1
3483,Mass Customer,0.0,2,1
3484,Mass Customer,0.1,2,1
3485,Mass Customer,0.8,2,1
3486,Affluent Customer,0.6,0,2
3487,High Net Worth,0.4,1,0
3488,High Net Worth,0.7,1,0
3489,Mass Customer,0.7,2,1
3490,Affluent Customer,0.2,0,2
3491,Affluent Customer,0.4,0,2
3492,Mass Customer,0.6,2,1
3493,Affluent Customer,0.9,0,2
3494,Mass Customer,1.0,2,1
3495,Mass Customer,0.6,2,1
3496,Mass Customer,0.4,2,1
3497,Affluent Customer,0.3,0,2
3498,Affluent Customer,0.7,0,2
3499,Affluent Customer,0.3,0,2
3500,Mass Customer,0.7,2,1
3501,Mass Customer,0.4,2,1
3502,Affluent Customer,1.0,0,2
3503,Mass Customer,0.7,2,1
3504,High Net Worth,0.7,1,0
3505,Mass Customer,0.5,2,1
3506,Mass Customer,0.3,2,1
3507,Affluent Customer,0.3,0,2
3508,High Net Worth,0.6,1,0
3509,Affluent Customer,0.4,0,2
3510,Mass Customer,0.8,2,1
3511,High Net Worth,0.7,1,0
3512,High Net Worth,0.2,1,0
3513,Mass Customer,0.3,2,1
3514,Mass Customer,0.3,2,1
3515,Affluent Customer,0.7,0,2
3516,High Net Worth,0.4,1,0
3517,High Net Worth,0.8,1,0
3518,High Net Worth,0.7,1,0
3519,High Net Worth,0.3,1,0
3520,Mass Customer,0.7,2,1
3521,Mass Customer,0.8,2,1
3522,Affluent Customer,0.7,0,2
3523,Mass Customer,0.4,2,1
3524,Mass Customer,0.9,2,1
3525,High Net Worth,0.5,1,0
3526,High Net Worth,0.7,1,0
3527,High Net Worth,0.9,1,0
3528,High Net Worth,0.5,1,0
3529,Mass Customer,0.7,2,1
3530,High Net Worth,0.8,1,0
3531,High Net Worth,0.3,1,0
