,job_industry_category,RFM_Score ,job_category_encoded,cluster
2772,Health,0.7,3,0
2773,Financial Services,0.3,2,0
2774,Financial Services,0.6,2,0
2775,Financial Services,0.9,2,0
2776,Financial Services,0.5,2,0
2777,Property,0.0,6,2
2778,Health,0.7,3,0
2779,Retail,0.8,7,2
2780,Manufacturing,0.4,5,1
2781,Financial Services,0.0,2,0
2782,Retail,0.6,7,2
2783,Financial Services,0.9,2,0
2784,Health,0.6,3,0
2785,Manufacturing,0.7,5,1
2786,Health,0.1,3,0
2787,Entertainment,0.9,1,0
2788,Health,0.3,3,0
2789,Property,0.9,6,2
2790,Health,0.5,3,0
2791,Entertainment,0.1,1,0
2792,Health,0.5,3,0
2793,Property,0.6,6,2
2794,Financial Services,0.4,2,0
2795,Health,1.0,3,0
2796,Financial Services,0.4,2,0
2797,Health,0.7,3,0
2798,Financial Services,0.6,2,0
2799,Financial Services,0.0,2,0
2800,Property,0.7,6,2
2801,Telecommunications,0.9,8,2
2802,Manufacturing,0.5,5,1
2803,Health,0.8,3,0
2804,Telecommunications,0.8,8,2
2805,Telecommunications,0.8,8,2
2806,Manufacturing,0.6,5,1
2807,Health,0.7,3,0
2808,Financial Services,0.0,2,0
2809,Health,0.7,3,0
2810,Financial Services,0.2,2,0
2811,Health,0.5,3,0
2812,Health,0.1,3,0
2813,Manufacturing,0.8,5,1
2814,Health,0.3,3,0
2815,Financial Services,0.9,2,0
2816,Financial Services,0.5,2,0
2817,Entertainment,0.6,1,0
2818,Financial Services,0.5,2,0
2819,Financial Services,0.2,2,0
2820,Financial Services,0.9,2,0
2821,Health,1.0,3,0
2822,Retail,0.4,7,2
2823,Retail,0.9,7,2
2824,Financial Services,0.9,2,0
2825,Telecommunications,0.5,8,2
2826,Manufacturing,0.9,5,1
2827,Retail,0.6,7,2
2828,Health,0.3,3,0
2829,Retail,0.7,7,2
2830,Financial Services,0.7,2,0
2831,Retail,0.1,7,2
2832,Financial Services,0.7,2,0
2833,Retail,0.0,7,2
2834,Health,0.6,3,0
2835,Financial Services,0.3,2,0
2836,Retail,0.4,7,2
2837,Argiculture,1.0,0,0
2838,Retail,0.5,7,2
2839,IT,0.5,4,1
2840,Financial Services,0.7,2,0
2841,Financial Services,0.7,2,0
2842,Manufacturing,0.4,5,1
2843,Financial Services,0.4,2,0
2844,Manufacturing,0.9,5,1
2845,Health,0.7,3,0
2846,IT,0.9,4,1
2847,Property,0.5,6,2
2848,Health,0.3,3,0
2849,Property,0.7,6,2
2850,Financial Services,0.9,2,0
2851,Manufacturing,0.5,5,1
2852,Financial Services,0.7,2,0
2853,Manufacturing,0.9,5,1
2854,Argiculture,0.6,0,0
2855,Health,0.6,3,0
2856,Financial Services,0.9,2,0
2857,Argiculture,0.1,0,0
2858,Health,0.1,3,0
2859,Retail,0.9,7,2
2860,Financial Services,0.5,2,0
2861,Financial Services,0.9,2,0
2862,Property,0.4,6,2
2863,Argiculture,0.4,0,0
2864,Manufacturing,0.2,5,1
2865,Retail,0.7,7,2
2866,Manufacturing,0.9,5,1
2867,Property,0.2,6,2
2868,Financial Services,0.7,2,0
2869,Financial Services,0.5,2,0
2870,Argiculture,0.0,0,0
2871,Manufacturing,0.6,5,1
2872,Health,0.8,3,0
2873,Property,0.7,6,2
2874,Health,0.9,3,0
2875,Health,0.7,3,0
2876,Financial Services,0.6,2,0
2877,Financial Services,0.0,2,0
2878,Manufacturing,0.6,5,1
2879,Property,0.7,6,2
2880,Property,0.4,6,2
2881,Financial Services,0.7,2,0
2882,Property,0.3,6,2
2883,Retail,0.1,7,2
2884,Health,0.7,3,0
2885,Financial Services,0.7,2,0
2886,Health,0.3,3,0
2887,Manufacturing,0.6,5,1
2888,Health,0.8,3,0
2889,Health,0.2,3,0
2890,Health,0.1,3,0
2891,Retail,0.7,7,2
2892,Manufacturing,0.2,5,1
2893,Health,0.1,3,0
2894,Financial Services,0.6,2,0
2895,Health,0.8,3,0
2896,Manufacturing,0.1,5,1
2897,Health,0.5,3,0
2898,Financial Services,0.1,2,0
2899,Health,1.0,3,0
2900,Manufacturing,0.5,5,1
2901,Financial Services,0.4,2,0
2902,IT,0.0,4,1
2903,Financial Services,0.7,2,0
2904,Retail,0.4,7,2
2905,Financial Services,0.6,2,0
2906,Financial Services,0.9,2,0
2907,Entertainment,0.9,1,0
2908,Manufacturing,0.4,5,1
2909,Health,0.6,3,0
2910,Retail,0.4,7,2
2911,Financial Services,0.5,2,0
2912,Financial Services,1.0,2,0
2913,Property,0.5,6,2
2914,Financial Services,0.6,2,0
2915,Financial Services,0.6,2,0
2916,Retail,0.3,7,2
2917,Retail,0.2,7,2
2918,Telecommunications,0.1,8,2
2919,Financial Services,1.0,2,0
2920,Financial Services,0.7,2,0
2921,Manufacturing,1.0,5,1
2922,Health,0.8,3,0
2923,IT,0.3,4,1
2924,Financial Services,0.6,2,0
2925,Financial Services,0.7,2,0
2926,Property,0.9,6,2
2927,Financial Services,0.7,2,0
2928,Manufacturing,0.5,5,1
2929,Retail,0.6,7,2
2930,IT,0.9,4,1
2931,Manufacturing,0.6,5,1
2932,Health,0.4,3,0
2933,Financial Services,0.7,2,0
2934,Health,1.0,3,0
2935,Argiculture,0.0,0,0
2936,Financial Services,0.9,2,0
2937,Health,0.6,3,0
2938,Manufacturing,0.7,5,1
2939,Manufacturing,1.0,5,1
2940,Property,1.0,6,2
2941,Entertainment,0.8,1,0
2942,Manufacturing,0.5,5,1
2943,Financial Services,0.7,2,0
2944,Manufacturing,0.2,5,1
2945,Health,0.6,3,0
2946,Health,0.2,3,0
2947,Financial Services,0.1,2,0
2948,Retail,0.9,7,2
2949,Property,1.0,6,2
2950,Financial Services,0.5,2,0
2951,Entertainment,0.5,1,0
2952,Retail,0.3,7,2
2953,Retail,0.5,7,2
2954,Manufacturing,0.7,5,1
2955,Argiculture,0.5,0,0
2956,Financial Services,0.6,2,0
2957,Argiculture,0.7,0,0
2958,Entertainment,1.0,1,0
2959,Retail,0.3,7,2
2960,Manufacturing,1.0,5,1
2961,Entertainment,0.5,1,0
2962,Retail,0.8,7,2
2963,Telecommunications,0.7,8,2
2964,Financial Services,0.7,2,0
2965,Property,0.6,6,2
2966,Financial Services,0.9,2,0
2967,Retail,0.1,7,2
2968,IT,0.7,4,1
2969,Financial Services,0.8,2,0
2970,Health,0.4,3,0
2971,Argiculture,0.3,0,0
2972,Manufacturing,0.6,5,1
2973,Manufacturing,0.4,5,1
2974,Health,0.6,3,0
2975,Financial Services,0.3,2,0
2976,Manufacturing,0.7,5,1
2977,Financial Services,0.9,2,0
2978,Manufacturing,0.1,5,1
2979,Manufacturing,0.1,5,1
2980,Manufacturing,0.9,5,1
2981,Financial Services,0.5,2,0
2982,Health,0.7,3,0
2983,Property,0.4,6,2
2984,Argiculture,0.7,0,0
2985,Manufacturing,0.6,5,1
2986,Manufacturing,0.4,5,1
2987,Health,0.4,3,0
2988,Manufacturing,0.7,5,1
2989,Financial Services,0.7,2,0
2990,Manufacturing,0.7,5,1
2991,Argiculture,0.7,0,0
2992,Manufacturing,0.4,5,1
2993,Property,0.7,6,2
2994,Retail,0.2,7,2
2995,Property,0.4,6,2
2996,Financial Services,0.5,2,0
2997,Manufacturing,0.5,5,1
2998,IT,0.8,4,1
2999,Manufacturing,0.7,5,1
3000,Manufacturing,0.5,5,1
3001,Financial Services,1.0,2,0
3002,Health,0.7,3,0
3003,Property,0.7,6,2
3004,Health,0.1,3,0
3005,Health,0.8,3,0
3006,Retail,0.7,7,2
3007,Property,0.3,6,2
3008,Manufacturing,0.6,5,1
3009,Manufacturing,0.8,5,1
3010,Retail,0.3,7,2
3011,Telecommunications,0.7,8,2
3012,Retail,0.8,7,2
3013,Retail,0.9,7,2
3014,IT,0.9,4,1
3015,Retail,0.9,7,2
3016,Argiculture,0.6,0,0
3017,Financial Services,0.7,2,0
3018,Manufacturing,0.6,5,1
3019,Manufacturing,0.2,5,1
3020,Manufacturing,0.6,5,1
3021,Financial Services,0.3,2,0
3022,Manufacturing,1.0,5,1
3023,Financial Services,1.0,2,0
3024,Health,0.9,3,0
3025,Health,0.0,3,0
3026,Health,0.6,3,0
3027,Telecommunications,0.8,8,2
3028,Health,0.7,3,0
3029,Health,0.4,3,0
3030,Financial Services,0.4,2,0
3031,Manufacturing,0.5,5,1
3032,Financial Services,0.6,2,0
3033,Health,0.1,3,0
3034,Financial Services,0.6,2,0
3035,Manufacturing,0.9,5,1
3036,Manufacturing,0.9,5,1
3037,Financial Services,0.1,2,0
3038,Retail,0.9,7,2
3039,Financial Services,0.1,2,0
3040,Health,0.7,3,0
3041,Health,0.2,3,0
3042,Financial Services,0.9,2,0
3043,Retail,0.4,7,2
3044,Manufacturing,1.0,5,1
3045,Retail,0.5,7,2
3046,Manufacturing,0.6,5,1
3047,Manufacturing,0.8,5,1
3048,Health,0.4,3,0
3049,Financial Services,0.3,2,0
3050,Financial Services,0.9,2,0
3051,Manufacturing,0.5,5,1
3052,Financial Services,0.5,2,0
3053,Manufacturing,0.8,5,1
3054,Financial Services,0.6,2,0
3055,Manufacturing,0.8,5,1
3056,Argiculture,0.4,0,0
3057,Health,0.5,3,0
3058,Entertainment,0.1,1,0
3059,Manufacturing,0.7,5,1
3060,Financial Services,0.7,2,0
3061,Health,0.2,3,0
3062,Entertainment,0.9,1,0
3063,Health,0.9,3,0
3064,Health,0.4,3,0
3065,Health,0.7,3,0
3066,Financial Services,0.3,2,0
3067,Retail,0.7,7,2
3068,Manufacturing,0.4,5,1
3069,Financial Services,0.4,2,0
3070,Entertainment,0.9,1,0
3071,Manufacturing,0.6,5,1
3072,Manufacturing,1.0,5,1
3073,Retail,0.1,7,2
3074,Financial Services,0.9,2,0
3075,Manufacturing,0.5,5,1
3076,Financial Services,0.5,2,0
3077,Financial Services,0.9,2,0
3078,IT,0.0,4,1
3079,Health,0.6,3,0
3080,Manufacturing,0.3,5,1
3081,Financial Services,1.0,2,0
3082,Manufacturing,0.4,5,1
3083,Financial Services,0.6,2,0
3084,Manufacturing,0.5,5,1
3085,Manufacturing,0.7,5,1
3086,Telecommunications,1.0,8,2
3087,Health,0.3,3,0
3088,Manufacturing,0.7,5,1
3089,Health,0.4,3,0
3090,Manufacturing,0.4,5,1
3091,Argiculture,0.6,0,0
3092,Health,0.6,3,0
3093,Health,0.8,3,0
3094,Health,0.7,3,0
3095,Manufacturing,0.5,5,1
3096,Entertainment,0.8,1,0
3097,Manufacturing,0.6,5,1
3098,Manufacturing,0.0,5,1
3099,Health,0.1,3,0
3100,Argiculture,0.4,0,0
3101,Financial Services,0.7,2,0
3102,Retail,0.1,7,2
3103,Manufacturing,0.6,5,1
3104,Financial Services,0.1,2,0
3105,Retail,0.8,7,2
3106,Property,0.4,6,2
3107,Retail,0.3,7,2
3108,Property,0.9,6,2
3109,Financial Services,0.5,2,0
3110,Entertainment,0.9,1,0
3111,IT,0.8,4,1
3112,Manufacturing,0.6,5,1
3113,Manufacturing,0.6,5,1
3114,IT,0.6,4,1
3115,Manufacturing,0.5,5,1
3116,Telecommunications,0.5,8,2
3117,Financial Services,0.5,2,0
3118,Retail,0.9,7,2
3119,Health,0.7,3,0
3120,Financial Services,0.6,2,0
3121,Manufacturing,0.9,5,1
3122,Health,0.6,3,0
3123,Manufacturing,0.7,5,1
3124,Entertainment,0.2,1,0
3125,Manufacturing,0.7,5,1
3126,Manufacturing,0.5,5,1
3127,Health,0.5,3,0
3128,Retail,0.4,7,2
3129,Health,0.8,3,0
3130,Manufacturing,0.4,5,1
3131,Financial Services,0.4,2,0
3132,Retail,0.0,7,2
3133,Argiculture,0.9,0,0
3134,Property,0.6,6,2
3135,Health,0.8,3,0
3136,Manufacturing,0.3,5,1
3137,Entertainment,0.9,1,0
3138,Financial Services,0.4,2,0
3139,Financial Services,0.2,2,0
3140,Health,0.8,3,0
3141,Financial Services,0.6,2,0
3142,Manufacturing,0.1,5,1
3143,Financial Services,0.2,2,0
3144,Argiculture,0.6,0,0
3145,Manufacturing,1.0,5,1
3146,Entertainment,0.2,1,0
3147,Manufacturing,0.5,5,1
3148,Manufacturing,0.7,5,1
3149,Telecommunications,0.9,8,2
3150,Argiculture,0.9,0,0
3151,Manufacturing,0.5,5,1
3152,Health,0.5,3,0
3153,Financial Services,0.6,2,0
3154,Retail,0.9,7,2
3155,Manufacturing,0.6,5,1
3156,Entertainment,0.9,1,0
3157,Financial Services,0.0,2,0
3158,Property,0.4,6,2
3159,Manufacturing,0.1,5,1
3160,Manufacturing,0.0,5,1
3161,Retail,0.1,7,2
3162,Retail,0.8,7,2
3163,Financial Services,0.8,2,0
3164,Health,0.8,3,0
3165,Financial Services,0.3,2,0
3166,Financial Services,0.3,2,0
3167,Financial Services,0.7,2,0
3168,Property,0.3,6,2
3169,Health,0.5,3,0
3170,Retail,0.6,7,2
3171,Manufacturing,0.9,5,1
3172,Manufacturing,0.5,5,1
3173,Retail,0.4,7,2
3174,Entertainment,0.6,1,0
3175,Manufacturing,0.7,5,1
3176,Financial Services,0.2,2,0
3177,Property,0.3,6,2
3178,Financial Services,0.6,2,0
3179,Financial Services,0.4,2,0
3180,IT,0.4,4,1
3181,Manufacturing,0.7,5,1
3182,Retail,0.1,7,2
3183,Retail,0.6,7,2
3184,IT,0.9,4,1
3185,Retail,0.4,7,2
3186,Health,0.2,3,0
3187,Argiculture,0.6,0,0
3188,Manufacturing,0.7,5,1
3189,Retail,0.2,7,2
3190,Property,0.2,6,2
3191,Property,0.3,6,2
3192,Telecommunications,0.8,8,2
3193,Health,0.5,3,0
3194,Retail,0.7,7,2
3195,Health,0.7,3,0
3196,Financial Services,0.0,2,0
3197,Financial Services,0.7,2,0
3198,Financial Services,0.6,2,0
3199,Argiculture,0.5,0,0
3200,Health,0.2,3,0
3201,Financial Services,0.7,2,0
3202,Retail,0.3,7,2
3203,IT,0.9,4,1
3204,Manufacturing,0.4,5,1
3205,Retail,0.6,7,2
3206,Financial Services,0.7,2,0
3207,Retail,0.5,7,2
3208,Manufacturing,0.5,5,1
3209,Manufacturing,0.9,5,1
3210,Financial Services,0.5,2,0
3211,Manufacturing,0.6,5,1
3212,Manufacturing,1.0,5,1
3213,Manufacturing,0.7,5,1
3214,Property,0.5,6,2
3215,Property,0.5,6,2
3216,Health,0.3,3,0
3217,Manufacturing,0.7,5,1
3218,Manufacturing,0.6,5,1
3219,Telecommunications,0.4,8,2
3220,Retail,0.9,7,2
3221,Health,0.9,3,0
3222,Financial Services,0.4,2,0
3223,Health,0.6,3,0
3224,Manufacturing,0.6,5,1
3225,Financial Services,0.6,2,0
3226,Financial Services,0.4,2,0
3227,Manufacturing,0.1,5,1
3228,Health,0.1,3,0
3229,Health,1.0,3,0
3230,Retail,0.7,7,2
3231,Argiculture,0.8,0,0
3232,Manufacturing,1.0,5,1
3233,Entertainment,0.1,1,0
3234,Financial Services,0.8,2,0
3235,Health,0.5,3,0
3236,Health,1.0,3,0
3237,Manufacturing,0.7,5,1
3238,Manufacturing,0.4,5,1
3239,Manufacturing,0.6,5,1
3240,Health,0.5,3,0
3241,Entertainment,0.6,1,0
3242,Retail,1.0,7,2
3243,Manufacturing,0.7,5,1
3244,Retail,0.6,7,2
3245,Health,0.7,3,0
3246,Property,0.6,6,2
3247,Manufacturing,0.3,5,1
3248,Health,0.3,3,0
3249,Entertainment,0.9,1,0
3250,Financial Services,0.9,2,0
3251,Manufacturing,0.6,5,1
3252,Retail,0.8,7,2
3253,Manufacturing,0.6,5,1
3254,Financial Services,0.7,2,0
3255,Financial Services,0.5,2,0
3256,Retail,0.9,7,2
3257,Financial Services,0.6,2,0
3258,Financial Services,0.9,2,0
3259,Health,0.5,3,0
3260,Property,0.8,6,2
3261,Retail,1.0,7,2
3262,Manufacturing,0.8,5,1
3263,Manufacturing,0.6,5,1
3264,Health,0.4,3,0
3265,Retail,0.7,7,2
3266,Retail,0.4,7,2
3267,Retail,0.4,7,2
3268,Retail,0.9,7,2
3269,Property,1.0,6,2
3270,Manufacturing,0.5,5,1
3271,IT,0.5,4,1
3272,Health,0.8,3,0
3273,Health,0.2,3,0
3274,Manufacturing,0.7,5,1
3275,Manufacturing,0.6,5,1
3276,Health,0.6,3,0
3277,Financial Services,0.9,2,0
3278,Property,0.8,6,2
3279,Financial Services,0.7,2,0
3280,Health,0.7,3,0
3281,IT,0.7,4,1
3282,Retail,0.9,7,2
3283,Health,0.5,3,0
3284,Entertainment,0.7,1,0
3285,Manufacturing,0.8,5,1
3286,Health,0.9,3,0
3287,Financial Services,1.0,2,0
3288,Manufacturing,0.9,5,1
3289,Manufacturing,0.7,5,1
3290,Property,0.9,6,2
3291,Financial Services,0.8,2,0
3292,Financial Services,0.9,2,0
3293,Retail,0.7,7,2
3294,Telecommunications,0.0,8,2
3295,Health,0.5,3,0
3296,Manufacturing,0.2,5,1
3297,Financial Services,0.2,2,0
3298,Argiculture,0.7,0,0
3299,Manufacturing,0.4,5,1
3300,Argiculture,1.0,0,0
3301,Health,0.6,3,0
3302,Financial Services,0.9,2,0
3303,Financial Services,0.9,2,0
3304,Telecommunications,0.8,8,2
3305,Retail,1.0,7,2
3306,Health,0.2,3,0
3307,Financial Services,0.4,2,0
3308,Manufacturing,0.3,5,1
3309,Manufacturing,0.2,5,1
3310,IT,0.8,4,1
3311,Manufacturing,0.0,5,1
3312,Manufacturing,0.4,5,1
3313,Financial Services,0.6,2,0
3314,Financial Services,0.5,2,0
3315,Property,0.6,6,2
3316,Health,0.2,3,0
3317,Manufacturing,0.7,5,1
3318,Financial Services,0.9,2,0
3319,Manufacturing,0.6,5,1
3320,Financial Services,1.0,2,0
3321,Financial Services,0.4,2,0
3322,IT,0.1,4,1
3323,Health,0.4,3,0
3324,Health,1.0,3,0
3325,Financial Services,0.5,2,0
3326,Financial Services,0.4,2,0
3327,Entertainment,0.7,1,0
3328,Entertainment,0.9,1,0
3329,Financial Services,0.8,2,0
3330,Financial Services,0.3,2,0
3331,Argiculture,0.7,0,0
3332,Property,0.2,6,2
3333,IT,0.3,4,1
3334,Financial Services,0.7,2,0
3335,Argiculture,0.1,0,0
3336,Argiculture,0.3,0,0
3337,Retail,0.7,7,2
3338,Entertainment,0.3,1,0
3339,Manufacturing,0.9,5,1
3340,Health,0.0,3,0
3341,Argiculture,0.0,0,0
3342,Health,0.9,3,0
3343,Financial Services,0.8,2,0
3344,Health,0.9,3,0
3345,Retail,0.4,7,2
3346,Health,0.7,3,0
3347,Financial Services,0.9,2,0
3348,Property,0.9,6,2
3349,Argiculture,0.7,0,0
3350,Financial Services,0.1,2,0
3351,Health,0.5,3,0
3352,Property,0.5,6,2
3353,Manufacturing,0.7,5,1
3354,Health,0.6,3,0
3355,Manufacturing,0.0,5,1
3356,Financial Services,0.3,2,0
3357,Health,0.9,3,0
3358,Property,1.0,6,2
3359,Financial Services,0.3,2,0
3360,Financial Services,0.6,2,0
3361,Financial Services,0.9,2,0
3362,Health,0.9,3,0
3363,Financial Services,0.2,2,0
3364,Financial Services,1.0,2,0
3365,Manufacturing,0.4,5,1
3366,Health,0.3,3,0
3367,Financial Services,0.5,2,0
3368,Property,0.5,6,2
3369,Manufacturing,0.6,5,1
3370,Argiculture,0.4,0,0
3371,Manufacturing,1.0,5,1
3372,Health,0.7,3,0
3373,Financial Services,0.4,2,0
3374,Health,0.8,3,0
3375,Financial Services,0.3,2,0
3376,Financial Services,0.9,2,0
3377,Manufacturing,0.7,5,1
3378,Financial Services,0.7,2,0
3379,Financial Services,1.0,2,0
3380,Property,0.7,6,2
3381,Retail,0.3,7,2
3382,Manufacturing,1.0,5,1
3383,Manufacturing,0.7,5,1
3384,Retail,0.6,7,2
3385,Retail,0.7,7,2
3386,Entertainment,0.9,1,0
3387,Telecommunications,0.7,8,2
3388,Financial Services,1.0,2,0
3389,Financial Services,0.4,2,0
3390,Manufacturing,0.3,5,1
3391,Health,0.3,3,0
3392,IT,0.3,4,1
3393,Retail,0.5,7,2
3394,Health,0.3,3,0
3395,Property,0.9,6,2
3396,IT,0.5,4,1
3397,Argiculture,0.1,0,0
3398,Retail,0.9,7,2
3399,Manufacturing,0.5,5,1
3400,Health,0.3,3,0
3401,Manufacturing,0.7,5,1
3402,Financial Services,0.6,2,0
3403,IT,0.3,4,1
3404,Argiculture,0.1,0,0
3405,Entertainment,0.6,1,0
3406,Manufacturing,0.7,5,1
3407,Financial Services,0.6,2,0
3408,Manufacturing,0.6,5,1
3409,Financial Services,0.2,2,0
3410,Health,0.4,3,0
3411,Manufacturing,0.5,5,1
3412,Manufacturing,0.2,5,1
3413,Retail,0.8,7,2
3414,Financial Services,0.3,2,0
3415,Health,0.1,3,0
3416,Property,0.6,6,2
3417,Manufacturing,0.3,5,1
3418,Health,0.5,3,0
3419,Financial Services,0.6,2,0
3420,Property,0.2,6,2
3421,Financial Services,0.7,2,0
3422,Financial Services,0.2,2,0
3423,Financial Services,1.0,2,0
3424,Manufacturing,0.6,5,1
3425,Property,0.9,6,2
3426,Manufacturing,0.3,5,1
3427,Manufacturing,1.0,5,1
3428,Financial Services,0.5,2,0
3429,Entertainment,0.6,1,0
3430,Health,0.4,3,0
3431,Financial Services,0.2,2,0
3432,Property,0.7,6,2
3433,Argiculture,0.5,0,0
3434,Health,0.9,3,0
3435,Financial Services,0.7,2,0
3436,Retail,0.3,7,2
3437,Health,0.7,3,0
3438,Financial Services,0.4,2,0
3439,Health,1.0,3,0
3440,Retail,0.7,7,2
3441,Property,0.0,6,2
3442,Financial Services,0.4,2,0
3443,Manufacturing,0.7,5,1
3444,Health,0.6,3,0
3445,Health,0.9,3,0
3446,Health,0.3,3,0
3447,Property,0.6,6,2
3448,Financial Services,0.2,2,0
3449,Manufacturing,0.5,5,1
3450,Manufacturing,0.7,5,1
3451,Argiculture,0.9,0,0
3452,Property,0.2,6,2
3453,Financial Services,0.6,2,0
3454,Financial Services,0.6,2,0
3455,Financial Services,0.6,2,0
3456,Health,0.4,3,0
3457,Financial Services,0.4,2,0
3458,Financial Services,0.7,2,0
3459,Retail,0.6,7,2
3460,Financial Services,1.0,2,0
3461,Financial Services,0.9,2,0
3462,Financial Services,0.6,2,0
3463,Entertainment,0.9,1,0
3464,Health,0.5,3,0
3465,Entertainment,0.7,1,0
3466,Manufacturing,0.6,5,1
3467,Entertainment,0.8,1,0
3468,Manufacturing,0.8,5,1
3469,Financial Services,0.7,2,0
3470,Health,0.6,3,0
3471,Retail,0.4,7,2
3472,Retail,0.6,7,2
3473,Manufacturing,0.4,5,1
3474,Entertainment,0.8,1,0
3475,Financial Services,0.5,2,0
3476,Manufacturing,0.5,5,1
3477,Health,0.4,3,0
3478,Health,0.9,3,0
3479,Financial Services,0.0,2,0
3480,Manufacturing,0.4,5,1
3481,IT,0.9,4,1
3482,Financial Services,0.0,2,0
3483,Health,0.0,3,0
3484,Financial Services,0.1,2,0
3485,Telecommunications,0.8,8,2
3486,Health,0.6,3,0
3487,Manufacturing,0.4,5,1
3488,Argiculture,0.7,0,0
3489,Health,0.7,3,0
3490,Property,0.2,6,2
3491,Financial Services,0.4,2,0
3492,Health,0.6,3,0
3493,Financial Services,0.9,2,0
3494,Health,1.0,3,0
3495,Entertainment,0.6,1,0
3496,Manufacturing,0.4,5,1
3497,Entertainment,0.3,1,0
3498,Health,0.7,3,0
3499,Financial Services,0.3,2,0
3500,Financial Services,0.7,2,0
3501,Financial Services,0.4,2,0
3502,Health,1.0,3,0
3503,Manufacturing,0.7,5,1
3504,Health,0.7,3,0
3505,Manufacturing,0.5,5,1
3506,Argiculture,0.3,0,0
3507,Financial Services,0.3,2,0
3508,Telecommunications,0.6,8,2
3509,Manufacturing,0.4,5,1
3510,Health,0.8,3,0
3511,Property,0.7,6,2
3512,Retail,0.2,7,2
3513,Manufacturing,0.3,5,1
3514,Financial Services,0.3,2,0
3515,Manufacturing,0.7,5,1
3516,IT,0.4,4,1
3517,Manufacturing,0.8,5,1
3518,IT,0.7,4,1
3519,Retail,0.3,7,2
3520,Manufacturing,0.7,5,1
3521,Health,0.8,3,0
3522,IT,0.7,4,1
3523,Financial Services,0.4,2,0
3524,Financial Services,0.9,2,0
3525,Retail,0.5,7,2
3526,Property,0.7,6,2
3527,Financial Services,0.9,2,0
3528,Retail,0.5,7,2
3529,Financial Services,0.7,2,0
3530,Manufacturing,0.8,5,1
3531,Manufacturing,0.3,5,1
3532,Retail,0.5,7,2
3533,Health,1.0,3,0
3534,Manufacturing,0.7,5,1
3535,Property,0.3,6,2
3536,Health,0.7,3,0
3537,Argiculture,0.6,0,0
3538,Manufacturing,0.7,5,1
3539,Manufacturing,0.3,5,1
3540,Financial Services,0.9,2,0
3541,Financial Services,0.6,2,0
3542,Health,0.9,3,0
3543,Financial Services,0.4,2,0
3544,Health,0.4,3,0
3545,Entertainment,0.8,1,0
3546,Argiculture,0.7,0,0
3547,Manufacturing,0.4,5,1
3548,Health,0.8,3,0
3549,Health,0.7,3,0
3550,Health,0.6,3,0
3551,Health,1.0,3,0
3552,Financial Services,0.8,2,0
3553,Manufacturing,0.6,5,1
3554,Health,0.9,3,0
3555,Argiculture,0.1,0,0
3556,Financial Services,0.1,2,0
3557,Manufacturing,0.3,5,1
3558,Financial Services,0.8,2,0
3559,Manufacturing,0.7,5,1
3560,Financial Services,0.7,2,0
3561,Financial Services,0.4,2,0
3562,Financial Services,0.7,2,0
3563,Financial Services,0.9,2,0
3564,Property,0.5,6,2
3565,Retail,0.7,7,2
3566,Property,0.7,6,2
3567,Health,0.5,3,0
3568,Health,0.5,3,0
3569,Property,0.4,6,2
3570,Financial Services,0.2,2,0
3571,Argiculture,1.0,0,0
3572,Property,0.0,6,2
3573,Financial Services,0.6,2,0
3574,Manufacturing,0.8,5,1
3575,Manufacturing,0.2,5,1
3576,Property,0.5,6,2
3577,Manufacturing,0.6,5,1
3578,Retail,0.9,7,2
3579,Financial Services,0.6,2,0
3580,Manufacturing,0.8,5,1
3581,Retail,0.7,7,2
3582,Retail,1.0,7,2
3583,IT,0.9,4,1
3584,Property,0.7,6,2
3585,Manufacturing,0.6,5,1
3586,Retail,0.6,7,2
3587,Manufacturing,1.0,5,1
3588,Manufacturing,0.7,5,1
3589,Financial Services,0.5,2,0
3590,Financial Services,0.5,2,0
3591,Health,0.5,3,0
3592,Retail,0.3,7,2
3593,Manufacturing,0.4,5,1
3594,Financial Services,0.8,2,0
3595,Financial Services,0.7,2,0
3596,Retail,0.5,7,2
3597,Manufacturing,0.4,5,1
3598,Financial Services,0.9,2,0
3599,Financial Services,0.5,2,0
3600,Financial Services,0.9,2,0
3601,Manufacturing,0.6,5,1
3602,Manufacturing,0.9,5,1
3603,Health,0.9,3,0
3604,Financial Services,0.2,2,0
3605,Manufacturing,0.7,5,1
3606,Health,0.7,3,0
3607,Manufacturing,0.4,5,1
3608,Financial Services,0.7,2,0
3609,Manufacturing,0.1,5,1
3610,Manufacturing,0.6,5,1
3611,IT,0.7,4,1
3612,Manufacturing,0.4,5,1
3613,Manufacturing,0.7,5,1
3614,Manufacturing,0.3,5,1
3615,Health,0.3,3,0
3616,Retail,0.8,7,2
3617,Retail,0.8,7,2
3618,Financial Services,0.4,2,0
3619,Manufacturing,0.6,5,1
3620,Health,0.9,3,0
3621,Manufacturing,0.7,5,1
3622,Entertainment,0.8,1,0
3623,Manufacturing,0.0,5,1
3624,Health,0.0,3,0
3625,Financial Services,0.6,2,0
3626,Manufacturing,0.8,5,1
3627,Financial Services,0.1,2,0
3628,IT,0.9,4,1
3629,IT,0.9,4,1
3630,Argiculture,1.0,0,0
3631,Entertainment,0.6,1,0
3632,Manufacturing,0.5,5,1
3633,Health,1.0,3,0
3634,Manufacturing,0.4,5,1
3635,Manufacturing,0.5,5,1
3636,Health,0.9,3,0
