,owns_car,RFM_Score ,owns_car_encoded,cluster
3982,Yes,0.9,1,1
3983,Yes,0.4,1,1
3984,No,0.4,0,2
3985,No,0.5,0,2
3986,No,0.3,0,2
3987,No,0.6,0,0
3988,Yes,1.0,1,1
3989,Yes,0.3,1,1
3990,Yes,0.6,1,1
3991,Yes,0.9,1,1
3992,No,0.8,0,0
3993,No,0.2,0,2
3994,Yes,0.4,1,1
3995,No,0.8,0,0
3996,No,0.9,0,0
3997,Yes,0.8,1,1
3998,Yes,0.5,1,1
3999,Yes,0.1,1,1
4000,No,0.1,0,2
4001,Yes,0.6,1,1
4002,Yes,0.7,1,1
4003,No,0.5,0,2
4004,Yes,0.9,1,1
4005,No,0.8,0,0
4006,No,0.3,0,2
4007,No,0.5,0,2
4008,Yes,0.0,1,1
4009,Yes,0.6,1,1
4010,No,0.5,0,2
4011,Yes,0.1,1,1
4012,No,0.9,0,0
4013,No,0.5,0,2
4014,Yes,0.3,1,1
4015,Yes,0.4,1,1
4016,No,0.5,0,2
4017,No,0.7,0,0
4018,Yes,0.0,1,1
4019,Yes,0.9,1,1
4020,No,0.4,0,2
4021,No,0.6,0,0
4022,No,0.3,0,2
4023,No,0.6,0,0
4024,Yes,0.6,1,1
4025,Yes,0.9,1,1
4026,No,0.2,0,2
4027,No,0.8,0,0
4028,Yes,0.7,1,1
4029,No,0.0,0,2
4030,No,0.3,0,2
4031,Yes,0.9,1,1
4032,Yes,0.1,1,1
4033,No,0.6,0,0
4034,Yes,0.1,1,1
4035,Yes,0.6,1,1
4036,Yes,0.5,1,1
4037,No,0.5,0,2
4038,Yes,0.5,1,1
4039,No,0.9,0,0
4040,Yes,0.8,1,1
4041,Yes,0.5,1,1
4042,Yes,0.3,1,1
4043,Yes,0.5,1,1
4044,No,0.5,0,2
4045,Yes,0.7,1,1
4046,Yes,0.5,1,1
4047,Yes,0.4,1,1
4048,No,0.6,0,0
4049,Yes,0.9,1,1
4050,Yes,0.4,1,1
4051,No,0.5,0,2
4052,No,0.9,0,0
4053,No,0.9,0,0
4054,No,0.5,0,2
4055,Yes,0.6,1,1
4056,No,0.8,0,0
4057,No,1.0,0,0
4058,Yes,0.3,1,1
4059,No,0.9,0,0
4060,Yes,0.4,1,1
4061,Yes,0.7,1,1
4062,No,1.0,0,0
4063,No,0.9,0,0
4064,Yes,0.6,1,1
4065,Yes,0.3,1,1
4066,Yes,0.3,1,1
4067,Yes,0.2,1,1
4068,No,0.8,0,0
4069,Yes,0.9,1,1
4070,No,0.4,0,2
4071,No,0.6,0,0
4072,Yes,0.4,1,1
4073,Yes,0.2,1,1
4074,Yes,0.9,1,1
4075,Yes,0.4,1,1
4076,Yes,0.5,1,1
4077,Yes,0.7,1,1
4078,Yes,0.9,1,1
4079,Yes,0.6,1,1
4080,No,0.7,0,0
4081,Yes,0.3,1,1
4082,Yes,0.8,1,1
4083,No,0.6,0,0
4084,No,0.8,0,0
4085,No,0.5,0,2
4086,Yes,0.8,1,1
4087,No,0.8,0,0
4088,Yes,0.8,1,1
4089,Yes,0.6,1,1
4090,No,0.7,0,0
4091,No,0.9,0,0
4092,Yes,0.9,1,1
4093,Yes,0.3,1,1
4094,No,0.9,0,0
4095,Yes,0.1,1,1
4096,No,0.1,0,2
4097,Yes,0.5,1,1
4098,Yes,0.7,1,1
4099,No,0.6,0,0
4100,Yes,1.0,1,1
4101,No,0.6,0,0
4102,No,0.6,0,0
4103,No,0.3,0,2
4104,No,0.8,0,0
4105,Yes,0.8,1,1
4106,No,0.9,0,0
4107,Yes,0.8,1,1
4108,Yes,0.3,1,1
4109,Yes,0.4,1,1
4110,No,0.5,0,2
4111,Yes,0.7,1,1
4112,Yes,0.7,1,1
4113,No,0.8,0,0
4114,Yes,0.0,1,1
4115,Yes,0.7,1,1
4116,Yes,0.8,1,1
4117,Yes,0.5,1,1
4118,No,0.2,0,2
4119,No,0.5,0,2
4120,No,0.3,0,2
4121,No,0.8,0,0
4122,No,0.7,0,0
4123,Yes,0.4,1,1
4124,No,0.9,0,0
4125,No,0.4,0,2
4126,No,0.5,0,2
4127,Yes,0.3,1,1
4128,No,0.8,0,0
4129,No,0.6,0,0
4130,Yes,0.9,1,1
4131,Yes,0.7,1,1
4132,Yes,0.6,1,1
4133,Yes,1.0,1,1
4134,Yes,0.9,1,1
4135,No,0.5,0,2
4136,No,0.7,0,0
4137,Yes,0.6,1,1
4138,Yes,0.3,1,1
4139,No,0.5,0,2
4140,No,0.8,0,0
4141,No,1.0,0,0
4142,Yes,0.7,1,1
4143,Yes,0.4,1,1
4144,No,0.7,0,0
4145,No,0.6,0,0
4146,Yes,1.0,1,1
4147,Yes,0.6,1,1
4148,Yes,1.0,1,1
4149,Yes,0.6,1,1
4150,No,0.9,0,0
4151,No,0.5,0,2
4152,No,1.0,0,0
4153,No,0.5,0,2
4154,No,0.1,0,2
4155,No,0.8,0,0
4156,Yes,0.7,1,1
4157,Yes,0.3,1,1
4158,Yes,0.9,1,1
4159,No,0.9,0,0
4160,Yes,0.2,1,1
4161,Yes,0.9,1,1
4162,Yes,1.0,1,1
4163,No,0.2,0,2
4164,No,0.5,0,2
4165,Yes,0.4,1,1
4166,No,0.7,0,0
4167,Yes,0.6,1,1
4168,Yes,0.3,1,1
4169,No,0.5,0,2
4170,No,0.6,0,0
4171,Yes,0.3,1,1
4172,No,0.5,0,2
4173,No,1.0,0,0
4174,No,0.4,0,2
4175,Yes,0.8,1,1
4176,No,0.8,0,0
4177,No,0.0,0,2
4178,Yes,0.9,1,1
4179,Yes,0.7,1,1
4180,No,0.6,0,0
4181,Yes,0.7,1,1
4182,No,0.7,0,0
4183,Yes,0.9,1,1
4184,No,0.1,0,2
4185,No,0.9,0,0
4186,No,0.7,0,0
4187,Yes,0.8,1,1
4188,No,0.0,0,2
4189,Yes,0.4,1,1
4190,Yes,0.4,1,1
4191,No,0.6,0,0
4192,No,0.5,0,2
4193,No,0.4,0,2
4194,No,0.1,0,2
4195,No,0.7,0,0
4196,Yes,0.4,1,1
4197,Yes,0.7,1,1
4198,Yes,0.6,1,1
4199,No,0.4,0,2
4200,No,0.5,0,2
4201,Yes,0.6,1,1
4202,Yes,0.4,1,1
4203,Yes,0.6,1,1
4204,No,0.8,0,0
4205,No,0.6,0,0
4206,Yes,0.7,1,1
4207,Yes,0.9,1,1
4208,No,0.6,0,0
4209,No,0.7,0,0
4210,Yes,0.7,1,1
4211,No,0.8,0,0
4212,No,0.3,0,2
4213,No,0.7,0,0
4214,No,0.4,0,2
4215,Yes,1.0,1,1
4216,No,0.6,0,0
4217,Yes,0.1,1,1
4218,Yes,0.7,1,1
4219,Yes,0.3,1,1
4220,No,0.3,0,2
4221,Yes,0.4,1,1
4222,No,0.5,0,2
4223,No,0.1,0,2
4224,No,0.4,0,2
4225,Yes,0.6,1,1
4226,Yes,0.3,1,1
4227,Yes,0.4,1,1
4228,Yes,0.0,1,1
4229,Yes,0.6,1,1
4230,Yes,0.6,1,1
4231,No,0.4,0,2
4232,Yes,0.4,1,1
4233,Yes,0.5,1,1
4234,No,0.7,0,0
4235,Yes,0.4,1,1
4236,Yes,0.9,1,1
4237,Yes,0.4,1,1
4238,No,0.6,0,0
4239,No,0.6,0,0
4240,Yes,0.6,1,1
4241,Yes,0.8,1,1
4242,Yes,0.1,1,1
4243,No,0.4,0,2
4244,Yes,0.6,1,1
4245,Yes,0.8,1,1
4246,No,0.5,0,2
4247,No,0.7,0,0
4248,No,0.6,0,0
4249,No,0.4,0,2
4250,Yes,0.5,1,1
4251,Yes,1.0,1,1
4252,Yes,0.7,1,1
4253,Yes,0.8,1,1
4254,No,0.9,0,0
4255,No,0.6,0,0
4256,No,0.5,0,2
4257,No,0.3,0,2
4258,No,0.7,0,0
4259,Yes,0.4,1,1
4260,No,0.6,0,0
4261,Yes,0.8,1,1
4262,No,0.8,0,0
4263,No,0.8,0,0
4264,Yes,0.7,1,1
4265,Yes,0.7,1,1
4266,Yes,0.6,1,1
4267,No,0.6,0,0
4268,No,0.4,0,2
4269,No,0.3,0,2
4270,Yes,0.9,1,1
4271,Yes,0.7,1,1
4272,Yes,0.8,1,1
4273,Yes,0.0,1,1
4274,No,0.3,0,2
4275,No,0.2,0,2
4276,No,0.8,0,0
4277,No,0.4,0,2
4278,Yes,0.3,1,1
4279,Yes,0.0,1,1
4280,Yes,0.3,1,1
4281,No,0.6,0,0
4282,Yes,0.6,1,1
4283,No,0.6,0,0
4284,No,0.1,0,2
4285,Yes,0.9,1,1
4286,No,1.0,0,0
4287,No,0.7,0,0
4288,Yes,0.2,1,1
4289,No,0.3,0,2
4290,Yes,0.4,1,1
4291,No,0.5,0,2
4292,No,0.7,0,0
4293,No,0.8,0,0
4294,No,0.3,0,2
4295,Yes,0.6,1,1
4296,Yes,0.4,1,1
4297,No,0.4,0,2
4298,Yes,0.5,1,1
4299,No,0.3,0,2
4300,Yes,0.0,1,1
4301,Yes,0.4,1,1
4302,No,0.8,0,0
4303,Yes,0.9,1,1
4304,Yes,0.3,1,1
4305,No,0.6,0,0
4306,Yes,0.4,1,1
4307,Yes,0.5,1,1
4308,Yes,1.0,1,1
4309,Yes,0.7,1,1
4310,Yes,0.1,1,1
4311,Yes,0.4,1,1
4312,No,0.5,0,2
4313,Yes,0.9,1,1
4314,Yes,0.4,1,1
4315,No,0.5,0,2
4316,No,0.3,0,2
4317,No,0.3,0,2
4318,Yes,0.5,1,1
4319,Yes,0.9,1,1
4320,Yes,0.6,1,1
4321,Yes,0.9,1,1
4322,Yes,0.6,1,1
4323,Yes,0.7,1,1
4324,Yes,0.9,1,1
4325,Yes,0.6,1,1
4326,Yes,0.9,1,1
4327,No,0.8,0,0
4328,No,0.6,0,0
4329,Yes,0.9,1,1
4330,Yes,0.6,1,1
4331,No,0.6,0,0
4332,No,0.6,0,0
4333,Yes,0.3,1,1
4334,No,0.9,0,0
4335,No,0.6,0,0
4336,Yes,0.3,1,1
4337,Yes,0.5,1,1
4338,Yes,0.9,1,1
4339,Yes,0.8,1,1
4340,No,0.6,0,0
4341,No,1.0,0,0
4342,No,0.7,0,0
4343,Yes,0.7,1,1
4344,No,0.8,0,0
4345,No,0.1,0,2
4346,No,0.8,0,0
4347,Yes,0.6,1,1
4348,No,0.5,0,2
4349,Yes,0.9,1,1
4350,No,0.3,0,2
4351,Yes,0.5,1,1
4352,No,0.5,0,2
4353,Yes,0.6,1,1
4354,No,0.6,0,0
4355,Yes,0.5,1,1
4356,No,0.7,0,0
4357,No,0.6,0,0
4358,Yes,0.8,1,1
4359,Yes,0.4,1,1
4360,No,0.7,0,0
4361,No,0.7,0,0
4362,No,0.3,0,2
4363,No,0.4,0,2
4364,Yes,0.6,1,1
4365,No,0.6,0,0
4366,Yes,0.7,1,1
4367,Yes,0.6,1,1
4368,No,0.8,0,0
4369,Yes,0.7,1,1
4370,Yes,0.4,1,1
4371,Yes,0.6,1,1
4372,Yes,0.6,1,1
4373,No,0.9,0,0
4374,Yes,0.4,1,1
4375,No,0.2,0,2
4376,No,0.7,0,0
4377,No,0.9,0,0
4378,Yes,0.4,1,1
4379,Yes,1.0,1,1
4380,No,1.0,0,0
4381,No,0.7,0,0
4382,No,0.6,0,0
4383,Yes,0.7,1,1
4384,No,0.3,0,2
4385,Yes,0.7,1,1
4386,No,0.7,0,0
4387,Yes,0.6,1,1
4388,No,0.8,0,0
4389,Yes,0.3,1,1
4390,Yes,1.0,1,1
4391,No,0.9,0,0
4392,No,0.8,0,0
4393,Yes,0.6,1,1
4394,No,0.5,0,2
4395,No,0.3,0,2
4396,No,1.0,0,0
4397,No,0.9,0,0
4398,No,0.6,0,0
4399,Yes,0.6,1,1
4400,Yes,0.5,1,1
4401,Yes,0.7,1,1
4402,No,0.6,0,0
4403,Yes,0.7,1,1
4404,Yes,0.5,1,1
4405,Yes,0.4,1,1
4406,Yes,0.9,1,1
4407,No,0.2,0,2
4408,Yes,0.9,1,1
4409,No,0.4,0,2
4410,No,0.5,0,2
4411,No,0.1,0,2
4412,No,0.9,0,0
4413,No,0.7,0,0
4414,Yes,0.6,1,1
4415,No,0.2,0,2
4416,Yes,0.6,1,1
4417,Yes,0.8,1,1
4418,Yes,0.8,1,1
4419,Yes,0.6,1,1
4420,No,0.6,0,0
4421,Yes,0.5,1,1
4422,No,0.0,0,2
4423,Yes,0.9,1,1
4424,No,0.8,0,0
4425,No,0.8,0,0
4426,No,0.1,0,2
4427,No,0.6,0,0
4428,Yes,0.4,1,1
4429,No,0.9,0,0
4430,No,0.4,0,2
4431,Yes,0.0,1,1
4432,Yes,0.3,1,1
4433,Yes,0.9,1,1
4434,Yes,0.6,1,1
4435,Yes,0.3,1,1
4436,No,0.9,0,0
4437,Yes,0.7,1,1
4438,No,0.5,0,2
4439,Yes,0.7,1,1
4440,No,0.6,0,0
4441,No,0.6,0,0
4442,Yes,0.7,1,1
4443,Yes,0.3,1,1
4444,No,0.7,0,0
4445,No,0.7,0,0
4446,Yes,1.0,1,1
4447,No,0.8,0,0
4448,No,0.1,0,2
4449,No,0.5,0,2
4450,Yes,0.4,1,1
4451,No,0.3,0,2
4452,Yes,0.6,1,1
4453,Yes,0.1,1,1
4454,No,0.9,0,0
4455,No,0.4,0,2
4456,Yes,0.7,1,1
4457,Yes,0.4,1,1
4458,No,0.1,0,2
4459,No,0.9,0,0
4460,Yes,0.5,1,1
4461,Yes,0.0,1,1
4462,Yes,0.0,1,1
4463,No,0.1,0,2
4464,Yes,0.7,1,1
4465,Yes,0.3,1,1
4466,No,0.4,0,2
4467,Yes,0.4,1,1
4468,Yes,0.8,1,1
4469,Yes,0.1,1,1
4470,Yes,0.4,1,1
4471,No,0.9,0,0
4472,No,0.8,0,0
4473,No,0.8,0,0
4474,No,0.6,0,0
4475,Yes,0.3,1,1
4476,Yes,0.9,1,1
4477,Yes,0.8,1,1
4478,No,0.6,0,0
4479,Yes,0.5,1,1
4480,No,0.8,0,0
4481,No,1.0,0,0
4482,Yes,0.4,1,1
4483,No,0.7,0,0
4484,Yes,0.2,1,1
4485,Yes,0.7,1,1
4486,Yes,0.3,1,1
4487,No,0.7,0,0
4488,No,0.9,0,0
4489,No,0.9,0,0
4490,Yes,0.4,1,1
4491,Yes,0.7,1,1
4492,No,0.9,0,0
4493,No,0.3,0,2
4494,No,0.7,0,0
4495,No,0.5,0,2
4496,Yes,0.4,1,1
4497,No,0.0,0,2
4498,Yes,0.6,1,1
4499,Yes,1.0,1,1
4500,No,0.6,0,0
4501,Yes,0.4,1,1
4502,Yes,0.7,1,1
4503,Yes,0.6,1,1
4504,Yes,0.9,1,1
4505,No,0.4,0,2
4506,Yes,0.3,1,1
4507,No,1.0,0,0
4508,No,0.7,0,0
4509,Yes,0.7,1,1
4510,Yes,0.6,1,1
4511,No,0.5,0,2
4512,No,0.6,0,0
4513,Yes,0.7,1,1
4514,No,0.5,0,2
4515,No,0.7,0,0
4516,No,0.8,0,0
4517,Yes,0.5,1,1
4518,Yes,0.9,1,1
4519,No,1.0,0,0
4520,No,0.4,0,2
4521,Yes,0.5,1,1
4522,No,0.9,0,0
4523,Yes,0.6,1,1
4524,Yes,0.6,1,1
4525,No,0.8,0,0
4526,No,0.7,0,0
4527,Yes,0.8,1,1
4528,No,0.5,0,2
4529,Yes,0.6,1,1
4530,Yes,0.4,1,1
4531,No,0.7,0,0
4532,Yes,0.7,1,1
4533,No,1.0,0,0
4534,Yes,0.4,1,1
4535,Yes,0.6,1,1
4536,Yes,0.9,1,1
4537,No,0.8,0,0
4538,Yes,0.3,1,1
4539,No,0.8,0,0
4540,No,0.9,0,0
4541,Yes,0.4,1,1
4542,No,0.9,0,0
4543,Yes,0.5,1,1
4544,No,0.8,0,0
4545,No,0.7,0,0
4546,Yes,0.7,1,1
4547,No,0.8,0,0
4548,Yes,0.7,1,1
4549,No,0.5,0,2
4550,No,0.4,0,2
4551,Yes,0.9,1,1
4552,No,0.4,0,2
4553,No,0.6,0,0
4554,No,0.3,0,2
4555,Yes,0.9,1,1
4556,Yes,0.5,1,1
4557,Yes,0.8,1,1
4558,Yes,0.9,1,1
4559,Yes,0.7,1,1
4560,Yes,0.4,1,1
4561,Yes,0.4,1,1
4562,Yes,0.7,1,1
4563,No,0.6,0,0
4564,No,0.2,0,2
4565,Yes,0.6,1,1
4566,Yes,0.6,1,1
4567,No,0.7,0,0
4568,Yes,0.5,1,1
4569,Yes,0.9,1,1
4570,Yes,0.4,1,1
4571,No,0.4,0,2
4572,Yes,0.4,1,1
4573,Yes,0.9,1,1
4574,No,0.5,0,2
4575,Yes,0.1,1,1
4576,Yes,0.1,1,1
4577,No,0.6,0,0
4578,Yes,0.9,1,1
4579,No,0.4,0,2
4580,No,0.3,0,2
4581,Yes,0.4,1,1
4582,No,0.4,0,2
4583,Yes,0.3,1,1
4584,No,0.3,0,2
4585,Yes,0.0,1,1
4586,No,0.1,0,2
4587,Yes,0.4,1,1
4588,Yes,0.7,1,1
4589,No,0.1,0,2
4590,Yes,0.8,1,1
4591,Yes,0.2,1,1
4592,No,0.3,0,2
4593,No,0.8,0,0
4594,Yes,0.4,1,1
4595,Yes,0.7,1,1
4596,Yes,0.3,1,1
4597,Yes,0.6,1,1
4598,No,0.3,0,2
4599,No,0.5,0,2
4600,No,0.0,0,2
4601,No,0.7,0,0
4602,No,0.1,0,2
4603,No,0.3,0,2
4604,Yes,0.9,1,1
4605,Yes,0.2,1,1
4606,Yes,0.6,1,1
4607,Yes,0.6,1,1
4608,Yes,0.4,1,1
4609,Yes,0.0,1,1
4610,No,0.0,0,2
4611,No,0.4,0,2
4612,No,0.7,0,0
4613,No,0.8,0,0
4614,Yes,0.5,1,1
4615,No,0.4,0,2
4616,Yes,0.7,1,1
4617,No,0.6,0,0
4618,Yes,0.2,1,1
4619,No,0.6,0,0
4620,No,0.1,0,2
4621,No,0.9,0,0
4622,No,0.7,0,0
4623,Yes,0.6,1,1
4624,Yes,0.6,1,1
4625,Yes,0.9,1,1
4626,No,0.3,0,2
4627,No,0.6,0,0
4628,No,0.6,0,0
4629,No,0.4,0,2
4630,Yes,0.8,1,1
4631,No,0.7,0,0
4632,Yes,0.5,1,1
4633,No,1.0,0,0
4634,Yes,0.3,1,1
4635,Yes,0.1,1,1
4636,Yes,1.0,1,1
4637,Yes,0.6,1,1
4638,Yes,0.6,1,1
4639,Yes,0.3,1,1
4640,Yes,0.4,1,1
4641,No,0.7,0,0
4642,No,0.6,0,0
4643,No,0.1,0,2
4644,Yes,0.8,1,1
4645,Yes,0.4,1,1
4646,Yes,0.6,1,1
4647,Yes,0.4,1,1
4648,No,0.7,0,0
4649,No,0.6,0,0
4650,Yes,0.5,1,1
4651,Yes,0.4,1,1
4652,No,1.0,0,0
4653,Yes,0.4,1,1
4654,No,0.5,0,2
4655,Yes,0.6,1,1
4656,No,0.0,0,2
4657,Yes,0.7,1,1
4658,Yes,0.4,1,1
4659,Yes,0.8,1,1
4660,Yes,0.0,1,1
4661,No,0.1,0,2
4662,Yes,0.3,1,1
4663,No,0.9,0,0
4664,No,0.3,0,2
4665,No,0.7,0,0
4666,Yes,0.9,1,1
4667,Yes,0.1,1,1
4668,No,0.2,0,2
4669,Yes,0.2,1,1
4670,Yes,0.5,1,1
4671,Yes,0.0,1,1
4672,Yes,0.6,1,1
4673,No,0.7,0,0
4674,No,0.8,0,0
4675,No,0.4,0,2
4676,No,0.3,0,2
4677,Yes,0.7,1,1
4678,No,0.4,0,2
4679,Yes,0.8,1,1
4680,No,0.3,0,2
4681,No,0.9,0,0
4682,No,0.5,0,2
4683,Yes,0.9,1,1
4684,No,0.8,0,0
4685,Yes,0.7,1,1
4686,Yes,0.4,1,1
4687,No,0.3,0,2
4688,No,0.2,0,2
4689,Yes,0.2,1,1
4690,No,0.4,0,2
4691,No,0.6,0,0
4692,No,0.0,0,2
4693,Yes,0.3,1,1
4694,Yes,0.3,1,1
4695,Yes,0.7,1,1
4696,Yes,0.6,1,1
4697,Yes,0.3,1,1
4698,No,0.9,0,0
4699,Yes,0.5,1,1
4700,No,0.9,0,0
4701,No,0.1,0,2
4702,Yes,0.5,1,1
4703,Yes,0.2,1,1
4704,Yes,0.2,1,1
4705,No,0.7,0,0
4706,No,0.7,0,0
4707,No,0.7,0,0
4708,Yes,0.2,1,1
4709,No,0.6,0,0
4710,Yes,0.3,1,1
4711,No,0.0,0,2
4712,Yes,0.5,1,1
4713,Yes,0.0,1,1
4714,No,0.5,0,2
4715,No,0.4,0,2
4716,Yes,0.4,1,1
4717,Yes,0.4,1,1
4718,No,0.4,0,2
4719,Yes,0.9,1,1
4720,Yes,0.6,1,1
4721,No,0.8,0,0
4722,Yes,0.7,1,1
4723,Yes,0.7,1,1
4724,Yes,0.5,1,1
4725,Yes,0.6,1,1
4726,Yes,0.7,1,1
4727,No,0.2,0,2
4728,Yes,0.3,1,1
4729,Yes,0.3,1,1
4730,No,0.6,0,0
4731,No,0.7,0,0
4732,No,0.1,0,2
4733,No,0.7,0,0
4734,Yes,0.7,1,1
4735,No,0.9,0,0
4736,Yes,0.2,1,1
4737,Yes,0.6,1,1
4738,No,0.6,0,0
4739,Yes,0.2,1,1
4740,Yes,0.4,1,1
4741,Yes,0.3,1,1
4742,Yes,0.6,1,1
4743,Yes,0.2,1,1
4744,No,0.9,0,0
4745,No,0.1,0,2
4746,Yes,0.9,1,1
4747,Yes,0.4,1,1
4748,No,0.5,0,2
4749,No,0.9,0,0
4750,Yes,0.3,1,1
4751,No,0.8,0,0
4752,No,0.6,0,0
4753,Yes,0.5,1,1
4754,No,0.6,0,0
4755,No,1.0,0,0
4756,No,0.1,0,2
4757,No,0.5,0,2
4758,Yes,0.3,1,1
4759,Yes,0.3,1,1
4760,Yes,0.3,1,1
4761,No,0.6,0,0
4762,Yes,0.6,1,1
4763,No,0.3,0,2
4764,Yes,0.3,1,1
4765,Yes,0.7,1,1
4766,Yes,0.5,1,1
4767,Yes,0.7,1,1
4768,Yes,0.2,1,1
4769,No,0.4,0,2
4770,No,1.0,0,0
4771,Yes,0.7,1,1
4772,Yes,0.3,1,1
4773,Yes,0.5,1,1
4774,Yes,0.4,1,1
4775,Yes,0.0,1,1
4776,No,0.7,0,0
4777,Yes,0.4,1,1
4778,No,0.3,0,2
4779,Yes,0.9,1,1
4780,No,0.4,0,2
4781,Yes,0.6,1,1
4782,Yes,0.2,1,1
4783,No,0.5,0,2
4784,No,0.5,0,2
4785,No,0.2,0,2
4786,Yes,0.6,1,1
4787,No,0.6,0,0
4788,Yes,0.4,1,1
4789,Yes,0.6,1,1
4790,No,0.9,0,0
4791,Yes,0.4,1,1
4792,Yes,0.1,1,1
4793,Yes,1.0,1,1
4794,No,0.7,0,0
4795,No,0.7,0,0
4796,Yes,1.0,1,1
4797,No,0.1,0,2
4798,Yes,0.1,1,1
4799,No,0.8,0,0
4800,No,0.3,0,2
4801,No,0.9,0,0
4802,Yes,0.6,1,1
4803,Yes,0.5,1,1
4804,No,0.8,0,0
4805,Yes,0.6,1,1
4806,No,0.5,0,2
4807,Yes,0.7,1,1
4808,No,0.8,0,0
4809,No,0.4,0,2
4810,No,0.1,0,2
4811,Yes,0.9,1,1
4812,No,0.7,0,0
4813,Yes,0.6,1,1
4814,No,0.8,0,0
4815,No,0.6,0,0
4816,Yes,0.5,1,1
4817,Yes,0.3,1,1
4818,Yes,0.3,1,1
4819,No,0.5,0,2
4820,Yes,0.4,1,1
4821,No,0.6,0,0
4822,No,0.8,0,0
4823,No,0.9,0,0
4824,No,0.5,0,2
4825,No,0.3,0,2
4826,No,0.8,0,0
4827,No,0.7,0,0
4828,Yes,0.7,1,1
4829,Yes,0.1,1,1
4830,Yes,0.5,1,1
4831,No,0.2,0,2
4832,Yes,0.7,1,1
4833,Yes,0.4,1,1
4834,No,0.9,0,0
4835,No,0.7,0,0
4836,Yes,0.6,1,1
4837,No,0.8,0,0
4838,Yes,0.6,1,1
4839,No,0.8,0,0
4840,No,0.3,0,2
4841,No,0.5,0,2
4842,No,0.3,0,2
4843,Yes,0.7,1,1
4844,No,0.9,0,0
4845,Yes,0.3,1,1
4846,No,0.8,0,0
4847,No,0.9,0,0
4848,Yes,0.7,1,1
4849,No,0.9,0,0
4850,No,0.7,0,0
4851,No,0.4,0,2
4852,Yes,0.8,1,1
4853,Yes,0.7,1,1
4854,Yes,0.5,1,1
4855,No,0.6,0,0
4856,Yes,0.9,1,1
4857,Yes,0.6,1,1
4858,No,1.0,0,0
4859,No,0.7,0,0
4860,Yes,0.2,1,1
4861,Yes,0.3,1,1
4862,Yes,0.4,1,1
4863,No,0.2,0,2
4864,No,0.8,0,0
4865,No,0.7,0,0
4866,Yes,0.5,1,1
4867,No,0.7,0,0
4868,Yes,0.9,1,1
4869,Yes,0.4,1,1
4870,Yes,0.4,1,1
4871,Yes,0.6,1,1
4872,No,0.5,0,2
4873,Yes,0.7,1,1
4874,Yes,0.8,1,1
4875,Yes,0.3,1,1
4876,Yes,0.5,1,1
4877,Yes,0.8,1,1
4878,Yes,1.0,1,1
4879,No,0.7,0,0
4880,Yes,0.4,1,1
4881,No,0.4,0,2
4882,Yes,0.4,1,1
4883,Yes,0.5,1,1
4884,Yes,0.7,1,1
4885,Yes,0.1,1,1
4886,Yes,0.8,1,1
4887,No,0.5,0,2
4888,No,0.5,0,2
4889,Yes,1.0,1,1
4890,No,0.6,0,0
4891,No,0.4,0,2
4892,Yes,0.5,1,1
4893,Yes,0.9,1,1
4894,Yes,0.6,1,1
4895,Yes,0.3,1,1
4896,Yes,1.0,1,1
4897,No,0.7,0,0
4898,No,0.7,0,0
4899,No,0.5,0,2
4900,No,0.7,0,0
4901,Yes,0.4,1,1
4902,Yes,0.1,1,1
4903,Yes,0.6,1,1
4904,Yes,0.3,1,1
4905,Yes,0.6,1,1
4906,Yes,0.3,1,1
4907,Yes,0.4,1,1
4908,Yes,0.9,1,1
4909,No,0.7,0,0
4910,Yes,0.7,1,1
4911,Yes,0.7,1,1
4912,Yes,0.6,1,1
4913,No,0.6,0,0
4914,Yes,0.4,1,1
4915,No,0.5,0,2
4916,Yes,1.0,1,1
4917,No,0.5,0,2
4918,No,1.0,0,0
4919,No,0.3,0,2
4920,Yes,0.3,1,1
4921,No,0.4,0,2
4922,No,0.8,0,0
4923,No,0.1,0,2
4924,Yes,0.1,1,1
4925,No,0.8,0,0
4926,No,0.6,0,0
4927,Yes,0.4,1,1
4928,No,0.2,0,2
4929,No,0.2,0,2
4930,Yes,0.6,1,1
4931,Yes,0.7,1,1
4932,No,0.9,0,0
4933,Yes,0.7,1,1
4934,No,0.8,0,0
4935,No,0.8,0,0
4936,Yes,0.8,1,1
4937,Yes,0.6,1,1
4938,No,0.1,0,2
4939,No,0.1,0,2
4940,Yes,0.3,1,1
4941,Yes,0.9,1,1
4942,No,0.0,0,2
4943,No,0.1,0,2
4944,No,0.8,0,0
4945,No,0.6,0,0
4946,Yes,0.7,1,1
4947,Yes,0.0,1,1
4948,No,0.2,0,2
4949,Yes,0.2,1,1
4950,No,0.4,0,2
4951,Yes,0.8,1,1
4952,No,0.5,0,2
4953,No,0.3,0,2
4954,Yes,0.4,1,1
4955,No,0.4,0,2
4956,No,0.9,0,0
4957,Yes,0.5,1,1
4958,No,0.4,0,2
4959,Yes,0.6,1,1
4960,Yes,0.5,1,1
4961,Yes,0.0,1,1
4962,No,0.5,0,2
4963,No,0.0,0,2
4964,Yes,0.8,1,1
4965,Yes,0.4,1,1
4966,Yes,0.9,1,1
4967,No,0.4,0,2
4968,No,0.4,0,2
4969,Yes,0.1,1,1
4970,No,1.0,0,0
4971,Yes,0.7,1,1
4972,No,0.9,0,0
4973,No,0.7,0,0
4974,No,0.2,0,2
4975,Yes,0.4,1,1
